1-upc	2-upc	3-upc	4-upc	5-upc	6-upc	7-upc	8-upc	9-upc	10-upc	11-upc	12-upc	13-upc	14-upc	15-upc	16-upc	17-upc	18-upc	19-upc	20-upc	21-upc	22-upc	23-upc	24-upc	25-upc	26-upc	27-upc	28-upc	29-upc	30-upc	31-upc	32-upc	33-upc	34-upc	35-upc	36-upc	37-upc	38-upc	39-upc	40-upc	41-upc	42-upc	43-upc	44-upc	45-upc	46-upc	47-upc	48-upc	49-upc	50-upc	51-upc	52-upc	53-upc	54-upc	55-upc	56-upc	57-upc
0.7657811658	0.7420948617	2	0.5138373443	0.408855496	0.5843739004	0.7619047619	1	0.6111111111	0.6926613187	0.7100945545	0.7251979433	0.3219600093	0.14999	0.3351351351	0.3564452843	0.223266605	0.3664027423	8462.07	0.8086286243	345.526	80.1177	106.929	30.9478	316.674	7935.66	292.409	236.368	74.9953	92.4144	27.0991	220.1	8059.1	212.576	235.121	74.4782	90.8857	26.7267	219.512	0	18.0	17.0	3.5	-38.2642	-34.2625	1.1333333	275.5	0.04347302	0.0	1.0	0.0	0.7647059	0.0625	0.375	1.0	2.0	2.0	
0.7812735846	0.8371041974	2	0.4821846505	0.5501861439	0.4976894962	0.6756756757	1	0.5714285714	0.7265879835	0.656523134	0.7009097033	0.0556312797	0.2108620878	0.0495025479	0.2434513581	0.3488068275	0.2187264154	7219.73	0.7664643933	200.73	79.4618	106.323	37.229	226.883	5583.95	177.517	170.745	68.9594	93.458	32.2061	182.06	5568.77	203.451	169.804	68.2825	92.0754	31.8959	179.371	0	27.0	30.0	4.0740743	-75.9366	-66.2562	1.1111112	159.48148	0.03816786	0.0	0.9259259	0.0	0.8076923	0.0	0.32	1.0	0.0	2.0	
0.5451444623	0.8340517241	0	0.6301260113	0.3733953881	0.7566095999	0.7368421053	0.7826086957	0.5555555556	0.7071606792	0.650390416	0.4261747396	0.25	0.2252698525	0.3928571429	0.393549012	0.3022662627	0.5738252604	375.504	0.6785951531	297.385	125.69	162.499	48.7464	?	147	350.561	146.994	66.8219	81.4089	36.1933	?	143.786	152.633	144.861	66.2346	80.1731	35.7366	?	0	17.0	16.0	4.0588236	-34.9258	-33.0321	1.0666667	271.82352	0.026360907	0.0	0.9411765	0.0	0.8125	0.06666667	0.53333336	0.9411765	0.0	0.0	
0.9272727273	0.9023809524	2	0.6352725423	0.5430101947	0.5756751185	0.8421052632	0.9565217391	0.7894736842	0.7314723591	0.6262174665	0.7425204425	0.1952380952	0.2816017316	0.0909090909	0.4027914614	0.3386544891	0.3006734007	44505.6	0.6837700535	429.875	206.13	300.243	75.2408	389.086	42450.7	358.03	647.325	193.674	294.424	76.057	381.607	40958.3	580.886	640.659	191.369	289.518	75.1821	374.902	0	17.0	17.0	3.6470587	-45.2602	-41.6887	1.1333333	182.17647	0.030558852	0.0	0.9411765	0.125	0.6875	0.06666667	0.2	1.0	2.0	2.0	
0.8654320988	0.8154691236	2	0.3949378991	0.4053927654	0.4478755812	0.7916666667	0.9166666667	0.6	0.7178160756	0.8273413717	0.7716402116	0.1779100529	0.1547619048	0.2	0.2306635955	0.2134171098	0.2139329806	4698.32	0.9144620811	579.777	191.21	194.02	54.965	433.679	16527.7	305.478	662.853	251.146	270.512	59.8274	325.832	16163.7	291.748	688.947	253.086	267.095	58.9319	329.463	0	21.0	20.0	3.952381	-53.244	-44.6467	1.1111112	158.5238	0.026188428	0.0	0.95238096	0.05	0.8	0.0	0.36842105	1.0	2.0	2.0	
0.5416666667	0.5809822362	2	0.6103709509	0.4776837525	0.6341666667	0.6363636364	1	0.6363636364	0.5195053988	0.577957611	0.4877777778	0.4137931034	0.2843133052	0.3928571429	0.4190177638	0.3744428939	0.4583333333	188.218	0.6255571061	267.242	55.3145	47.9727	20.1196	?	221.721	229.933	316.313	56.7961	55.0978	20.4826	?	217.821	242.44	313.112	56.2603	54.1579	20.3377	?	0.07692308	13.0	15.0	4.6923075	-40.9663	-31.2801	1.0714285	173.23077	0.025277631	0.07692308	0.9230769	0.0	0.75	0.09090909	0.18181819	1.0	2.0	2.0	
0.8751049084	0.8586603402	4	0.5604121607	0.4410037151	0.6086686766	0.6666666667	0.8928571429	0.6341463415	0.7370379321	0.6226606709	0.7377242599	0.2186814283	0.2166842521	0.1523948761	0.3358451543	0.2976625538	0.3372116658	868.019	0.6908646803	243.53	93.7336	80.9197	20.9693	132.456	1098.87	179.383	219.033	93.3922	85.4445	21.0808	134.393	1075.41	170.945	217.829	93.2832	85.6336	21.0386	134.248	0.05	40.0	47.0	4.8	-139.163	-133.23	1.2368422	403.775	0.08058299	0.05	0.85	0.025641026	0.53846157	0.0	0.13157895	0.93939394	4.0	4.0	
0.9386554622	0.9386554622	3	0.6435807656	0.4936818046	0.6535014006	0.5588235294	0.9183673469	0.5588235294	0.8569761238	0.6551823115	0.8388355342	0.1533613445	0.1783536939	0.1533613445	0.3316059757	0.286314505	0.3570028011	1754.38	0.7580241351	575.865	197.431	219.967	19.025	528.165	1402.87	556.01	295.311	69.6798	73.299	15.1164	213.949	1359.93	291.074	295.399	69.4376	73.2782	15.0632	212.164	0	41.0	42.0	4.9268293	-125.238	-93.6083	1.2352941	151.12195	0.048163086	0.0	0.902439	0.075	0.675	0.051282052	0.17948718	1.0	3.0	3.0	
0.8707679073	0.8270754263	3	0.3695575183	0.3776384986	0.3147334668	0.625	0.92	0.5897435897	0.7665033377	0.7415556827	0.799585022	0.160968661	0.1446573471	0.1293859649	0.1729245737	0.1831032107	0.1550785112	2676.79	0.8321553902	308.948	64.9096	72.5199	26.6067	277.545	2345	256.306	309.017	55.5557	67.3259	23.8533	263.763	2297.32	300.035	307.005	55.3307	66.5559	23.7917	260.692	0	42.0	42.0	4.7619047	-117.534	-94.0581	1.2352941	207.42857	0.04340958	0.0	0.9285714	0.048780486	0.70731705	0.0	0.425	1.0	3.0	3.0	
0.8548787879	0.8617249417	0	0.4160152294	0.4782957513	0.4977755938	0.7692307692	0.9677419355	0.7692307692	0.7758142966	0.6736082827	0.6992767199	0.1166666667	0.2310187967	0.1291666667	0.1851677136	0.3169917246	0.2451212121	4422.4	0.7784118109	204.519	117.243	75.4731	16.064	165.988	4015.84	174.094	137.963	64.4537	58.8168	13.9761	116.836	3864.81	174.953	137.874	63.9954	58.2507	14.0215	115.533	0	23.0	25.0	5.2608695	-59.867	-57.9648	1.0416666	159.0	0.024710212	0.0	0.9130435	0.0	0.6818182	0.04761905	0.23809524	0.95454544	0.0	0.0	
0.9544426745	0.9233090806	2	0.4183235073	0.3925491272	0.4555311758	0.8474576271	0.9577464789	0.7636363636	0.841465806	0.7151078128	0.8462685613	0.0588990802	0.1205232174	0.0406935984	0.1638840373	0.2290710356	0.1670201437	673.433	0.7944583761	159.255	41.5081	45.2055	17.9635	138.5	467.674	129.485	105.378	40.4216	41.168	15.7915	94.9641	456.146	92.1333	104.575	40.4903	41.172	15.7341	93.875	0.023255814	43.0	44.0	4.7674417	-94.7037	-88.1823	1.1891892	228.95349	0.02838323	0.023255814	0.9767442	0.04761905	0.8333333	0.024390243	0.3902439	1.0	2.0	2.0	
0.7939772869	0.7631223459	2	0.3538209189	0.3631646735	0.3791726924	0.6428571429	0.9722222222	0.6296296296	0.6981486144	0.7484120619	0.7179202843	0.1176006393	0.1286918235	0.1178442393	0.204633653	0.1910192535	0.2575283914	1059.94	0.830205108	211.459	61.1976	52.6095	20.2298	175.821	1108.62	152.179	166.429	57.0518	48.9501	18.3328	135.67	1076.43	195.499	164.488	56.4787	48.355	18.3009	146.846	0.03846154	26.0	29.0	5.4615383	-88.5883	-68.1572	1.1153846	133.76923	0.05351413	0.03846154	0.9230769	0.0	0.64	0.0	0.29166666	1.0	2.0	2.0	
0.8174013669	0.7807528619	2	0.415552217	0.3970332015	0.4470612213	0.8333333333	1	0.7407407407	0.7062161937	0.6559960631	0.71534014	0.1582582583	0.2174002435	0.1332207207	0.2192471381	0.295314592	0.2625986331	8494.11	0.704685408	212.267	62.9189	101.856	61.9978	167.989	6909.62	150.751	297.45	68.9647	115.35	71.5753	158.78	6705.26	136.236	298.271	68.376	114.688	71.3163	157.155	0.045454547	22.0	22.0	3.5454545	-45.0802	-42.5445	1.0476191	188.40909	0.0180543	0.045454547	0.95454544	0.0952381	0.8095238	0.05	0.55	1.0	2.0	2.0	
0.75	0.7352941176	0	0.57239819	0.4760936772	0.6388888889	?	0.9090909091	?	0.6184012066	0.5498829036	0.5740740741	0.625	0.3643410853	0.625	0.5294117647	0.3926968584	0.5	240.824	0.5823835539	422.782	118.711	125.245	42.6923	?	276.282	241.488	392.563	114.588	108.427	36.2926	?	276.214	291.967	393.501	115.298	108.209	35.8239	?	0	8.0	8.0	4.375	-19.4596	-17.6922	1.0	152.75	0.03012217	0.0	1.0	0.0	0.71428573	0.33333334	0.0	1.0	0.0	0.0	
0.9807256236	0.9831349206	0	0.4819077278	0.3695112085	0.5140488963	0.7878787879	0.9318181818	0.75	0.8936047849	0.7435784927	0.9003037898	0.0674603175	0.152245418	0.0674603175	0.1886818496	0.2057238732	0.1993924204	6881.7	0.8129782971	254.995	102.575	116.314	20.5377	268.263	5687.28	241.728	274.917	99.3654	120.736	17.6899	261.762	5574.02	253.525	272.172	98.8742	119.855	17.5577	258.46	0	32.0	34.0	4.90625	-101.562	-66.465	1.0625	196.71875	0.02367045	0.0	0.96875	0.0	0.58064514	0.0	0.16666667	1.0	0.0	0.0	
0.8295387171	0.9290769183	3	0.3788356003	0.3979998801	0.3587551327	0.7027027027	1	0.6578947368	0.8045197473	0.6659681902	0.7584548797	0.0477977624	0.181331368	0.0724474853	0.1891526064	0.2695828405	0.1988714968	1100.75	0.7304171595	88.9579	33.7033	35.8794	16.0135	81.481	860.315	80.702	73.4361	31.1709	31.1927	14.9627	70.0363	855.151	70.3969	72.5037	30.7895	30.7155	14.9032	68.9274	0	39.0	43.0	4.3589745	-96.1423	-84.3551	1.2647059	142.10257	0.025237028	0.0	0.94871795	0.0	0.7894737	0.08108108	0.27027026	0.96875	3.0	3.0	
0.7133985955	0.6754175396	3	0.5377193773	0.3242965511	0.5672841981	0.8571428571	1	0.8518518519	0.6169450264	0.7304827232	0.6432425432	0.2592653742	0.1595473064	0.214753588	0.3245824604	0.1984579554	0.3090099424	865.519	0.7916294582	119.462	35.1984	43.6277	18.7646	146.2	359.196	125.647	162.399	55.434	41.0893	16.5966	114.196	357.694	171.643	160.368	54.7706	40.7229	16.4405	113.208	0	27.0	26.0	3.7777777	-52.072	-54.6391	1.1818181	246.85185	0.016292665	0.0	1.0	0.0	0.88461536	0.0	0.52	1.0	3.0	3.0	
0.917499866	0.9288203129	2	0.2500029221	0.3213519977	0.2420193212	0.7027027027	0.9111111111	0.6666666667	0.8661972785	0.7550407722	0.85711208	0.0758606363	0.1353904614	0.0594953397	0.112804873	0.2062655761	0.1155001876	3928.44	0.8124858399	194.722	94.5426	93.9491	28.1264	179.734	3745.92	175.028	92.0291	54.31	49.9231	25.0786	88.338	3656.28	95.3972	91.1986	54.0311	50.18	24.8689	87.2387	0	33.0	33.0	3.7575758	-66.5528	-65.5892	1.2222222	295.57574	0.033592872	0.0	0.93939394	0.0625	0.71875	0.06451613	0.4516129	1.0	2.0	2.0	
0.8480663781	0.8332704597	2	0.4290429295	0.4469101288	0.4262531727	0.75	0.96	0.6842105263	0.7760341711	0.6821872101	0.7968809765	0.1642766955	0.2349835017	0.180976431	0.2198318968	0.300150337	0.2262755001	5991.39	0.7460266379	121.967	57.1088	51.5373	16.9563	110.212	6308.27	115.006	138.926	59.8926	53.0116	15.8607	102.947	8442.95	112.384	137.978	59.5547	52.5648	15.8594	102.339	0	33.0	34.0	5.181818	-77.5296	-66.8862	1.1724138	186.51515	0.023242163	0.0	0.969697	0.03125	0.75	0.09677419	0.38709676	1.0	2.0	2.0	
0.8150952259	0.757832978	2	0.5102297628	0.4351607758	0.4769154414	0.9056603774	0.9827586207	0.7916666667	0.675640134	0.6905094498	0.7084824562	0.1772779543	0.1852092347	0.1140105291	0.2778813077	0.2771180607	0.2585898456	5607.57	0.7514533679	266.569	105.88	103.161	37.3456	245.34	6889.74	238.392	208.038	95.8618	86.146	33.6799	157.1	6634.56	160.903	217.177	94.838	88.0035	34.4576	165.022	0	42.0	39.0	4.714286	-104.13	-86.0718	1.21875	380.0	0.027647285	0.0	0.97619045	0.048780486	0.80487806	0.0	0.325	1.0	0.0	2.0	
0.8673272437	0.8872348786	4	0.5034641881	0.4284757741	0.4846129395	0.8253968254	0.987012987	0.7213114754	0.7992695769	0.7519167821	0.7775110918	0.1215256512	0.133021973	0.1020743763	0.2259391154	0.2097069387	0.1947778019	284.28	0.8268375377	118.629	63.7381	64.9487	15.7776	118.486	222.784	115.953	83.2705	53.668	51.6791	14.353	80.2994	215.391	80.4939	82.7135	53.6447	51.558	14.3381	79.4876	0.018867925	53.0	65.0	5.09434	-137.929	-123.314	1.3541666	209.05661	0.019662933	0.018867925	0.9622642	0.01923077	0.63461536	0.039215688	0.3137255	0.9782609	3.0	4.0	
1	0.8732517483	0	0.5086985397	0.4448279733	0.4835817499	0.8888888889	1	?	0.7966235892	0.6050441837	0.9393939394	0.2587412587	0.2761631585	0.7333333333	0.3362470862	0.3498758115	0.3636363636	19322.3	0.6501241885	634.087	129.141	141.973	59.5795	465.672	13297.2	379.913	688.822	140.982	121.828	50.7996	432.542	12964.6	388.967	679.045	138.417	118.799	50.408	423.754	0	14.0	13.0	5.071429	-33.4053	-28.9257	1.0	221.42857	0.0151402	0.0	1.0	0.07692308	0.7692308	0.083333336	0.5833333	1.0	0.0	0.0	
0.8665181502	0.9295527569	2	0.4547464464	0.4948478048	0.4930428248	0.75	0.9545454545	0.6862745098	0.7964998564	0.6200493675	0.7227524528	0.1137299185	0.2109191949	0.1298126189	0.2500373077	0.3263700786	0.2892882097	486.96	0.7042005735	124.345	62.2333	69.5954	21.4697	144.758	451.358	131.876	97.2669	58.4405	60.5699	20.4574	103.222	440.242	102.952	96.736	58.0079	60.0066	20.4853	102.241	0	48.0	52.0	4.4791665	-113.186	-109.803	1.3684211	278.3125	0.03536306	0.0	0.9375	0.0	0.7234042	0.10869565	0.3478261	0.972973	2.0	2.0	
0.8283513767	0.7786099267	0	0.4523278987	0.4141697269	0.469208889	0.7666666667	1	0.7586206897	0.7067667835	0.6300034905	0.7365852812	0.1921363217	0.2600734675	0.191558773	0.265668088	0.3205161268	0.2781432964	5761.22	0.6696645181	80.9803	51.753	50.3321	23.9173	86.1949	4604.32	93.8135	86.3501	46.1703	44.2172	22.8463	87.1495	4470.42	85.9259	85.8966	45.7893	43.7177	22.7702	85.97	0	25.0	26.0	4.52	-42.5455	-46.919	1.04	189.36	0.021408163	0.0	1.0	0.0	1.0	0.0	0.7826087	1.0	0.0	0.0	
0.8623322912	0.8625497846	4	0.4545233125	0.3651050837	0.3828687386	0.7948717949	0.9791666667	0.6111111111	0.792629631	0.7768519009	0.7820493195	0.1219070828	0.1021289107	0.0426236893	0.2207835488	0.200879776	0.1652012505	1707.74	0.8569478818	152.456	52.872	57.1403	28.2319	102.205	11614.6	101.233	128.426	47.84	45.5923	25.1325	79.27	12320.2	81.5212	127.702	47.5856	45.2972	25.1425	78.5179	0	36.0	36.0	4.3333335	-79.6507	-78.439	1.1612903	197.75	0.044629745	0.0	0.9722222	0.028571429	0.82857144	0.1764706	0.3529412	1.0	4.0	4.0	
0.9498237103	0.9205641231	7	0.4243266626	0.4093380684	0.4907300414	0.904109589	0.9638554217	0.8	0.8207051673	0.7225402491	0.8655247003	0.0812660602	0.1390495323	0.0556210609	0.1833441205	0.2259926783	0.1615757877	881.251	0.8150483019	82.0342	37.4544	41.9224	18.8138	72.8685	2832.82	70.8213	81.0227	39.6553	42.2221	17.7255	68.5166	2763.38	65.5198	81.3409	39.5446	41.9434	17.747	68.1032	0	62.0	60.0	4.645161	-117.05	-116.772	1.4634147	191.16129	0.013036696	0.0	0.9677419	0.0	0.90163934	0.05	0.6166667	0.95348835	7.0	7.0	
0.9699579832	0.9809473999	3	0.5675541462	0.4747829404	0.662616448	0.6756756757	0.9607843137	0.6388888889	0.8898339116	0.7012423304	0.8317876493	0.1111227336	0.2078896676	0.0976890756	0.2687165303	0.3113218128	0.3234894835	2065.02	0.8012360404	147.832	63.7724	73.097	17.6251	158.561	1588.11	162.451	112.533	64.7419	68.6917	16.1101	127.359	1566.66	131.353	112.111	65.2641	68.3799	16.1451	126.498	0	40.0	49.0	4.75	-108.911	-104.258	1.195122	125.775	0.08111819	0.0	0.9	0.025641026	0.61538464	0.0	0.28947368	0.9444444	2.0	3.0	
0.973229299	0.9476100724	3	0.3306961494	0.3581384382	0.2959101041	0.8181818182	0.9892473118	0.7534246575	0.8626956331	0.7852630131	0.8907729176	0.0692657025	0.1138762346	0.0404381615	0.1455847982	0.1846767257	0.1215054322	1632.88	0.8699411609	129.835	55.9105	60.437	22.6127	121.802	1473.43	109.896	98.3475	46.5673	48.6331	21.0908	81.8701	1447.7	81.215	99.016	46.5272	48.7902	21.0437	82.3011	0	66.0	71.0	4.5757575	-150.819	-130.88	1.3148148	205.5303	0.019494131	0.0	0.969697	0.015384615	0.7846154	0.03125	0.421875	1.0	3.0	3.0	
1	1	6	0.3948873874	0.4908441054	0.5292613636	0.5757575758	0.8461538462	0.4333333333	0.9430555556	0.8599915413	0.9910714286	0.0625	0.1539855072	0.0625	0.1708333333	0.2228740602	0.2585227273	1411.93	0.9486714976	174.29	93.8718	84.8217	22.4073	140.746	1235.85	162.669	208.379	111.402	95.7126	21.8619	138.751	1203.63	158.872	206.206	110.479	95.1863	21.8001	137.676	0	44.0	55.0	4.340909	-139.959	-120.785	1.3414634	287.93182	0.059544515	0.0	0.8863636	0.046511628	0.55813956	0.023809524	0.16666667	0.972973	3.0	6.0	
0.9816849817	0.9956989247	3	0.4408858167	0.3927367592	0.5030765531	0.75	1	0.5789473684	0.9459073952	0.7259240664	0.8469234469	0.0215053763	0.1702760951	0.0549450549	0.1262160778	0.2458345337	0.0645095645	429.106	0.8156240997	77.5544	41.6519	40.3576	15.8063	56.6468	361.232	65.3752	77.6074	38.5929	41.6193	16.4525	57.9294	362.305	65.7816	76.9824	38.2876	41.2265	16.6349	57.1164	0	22.0	32.0	5.2272725	-59.0722	-63.4002	1.3333334	122.90909	0.015820531	0.0	0.95454544	0.0	0.71428573	0.05	0.2	0.95	3.0	3.0	
0.6699751324	0.6169942728	2	0.5717310275	0.4308558561	0.6015718827	0.8048780488	0.9795918367	0.7368421053	0.5724502135	0.6934817453	0.6107913048	0.3293058207	0.1973751421	0.3412457912	0.3960050908	0.2822502097	0.401453439	1004.78	0.7520635158	106.456	48.3098	48.6356	18.894	92.3484	926.158	84.0151	89.4529	40.42	42.7549	17.5823	73.274	891.328	73.4077	89.0647	40.0632	42.2719	17.5424	72.7416	0	34.0	38.0	4.2647057	-82.5732	-75.0737	1.4074074	184.08824	0.029479802	0.0	0.9117647	0.0	0.75757575	0.03125	0.4375	0.96428573	3.0	2.0	
0.9753101129	0.9502388298	5	0.5200820752	0.4172656379	0.6424620812	0.6888888889	0.9677419355	0.619047619	0.8703840876	0.7213794452	0.8720219638	0.1326964538	0.1497633274	0.1446178694	0.222198707	0.2443799833	0.3007971784	597.059	0.8120295836	492.461	98.5422	80.2793	23.1454	367.907	1512.61	435.793	491.86	86.518	92.1492	23.9515	302.398	1494.1	377.297	488.291	86.1304	92.1735	23.9049	298.218	0	43.0	50.0	5.0697675	-148.91	-128.187	1.1627907	224.7907	0.046381712	0.0	0.90697676	0.0952381	0.52380955	0.07317073	0.14634146	1.0	5.0	5.0	
0.5172413793	0.6	0	0.4588652482	0.4334084404	0.511452303	?	1	?	0.5411347518	0.5789848246	0.488547697	0.6666666667	0.3763066202	0.6666666667	0.4	0.3986796259	0.4827586207	229.774	0.6013203741	466.288	164.939	167.81	118.079	?	172.703	257.756	299.707	165.016	153.6	78.3572	?	169.244	189.098	296.49	168.768	154.998	76.3511	?	0	7.0	7.0	3.0	-14.9749	-15.306	1.0	925.5714	0.025629943	0.0	1.0	0.0	0.8333333	0.0	0.4	1.0	0.0	0.0	
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	0	0	2	88.1834	0	89.0083	37.9291	46.4674	36.3418	?	79.2346	84.9218	92.4939	37.5668	39.3324	27.3476	?	77.591	83.0061	92.1656	37.702	38.5531	27.0917	?	0	8.0	10.0	3.5	-22.0665	-20.8232	1.1111112	198.625	0.016315276	0.0	1.0	0.0	0.71428573	0.0	0.6666667	1.0	2.0	2.0	
0.9259259259	0.95	0	0.3358803987	0.4828539178	0.406917735	0.4	0.86	0.2941176471	0.887755102	0.6508787382	0.811965812	0.25	0.2499786325	0.2222222222	0.25	0.3076655281	0.2777777778	28455.5	0.7051576626	1073.83	159.075	164.362	34.5496	662.57	13501.9	602.846	1122.49	168.539	148.524	30.4607	572.156	13065.9	734.827	1112.45	165.749	146.001	30.2923	567.999	0	36.0	37.0	4.2222223	-115.907	-100.816	1.2333333	191.66667	0.07412036	0.0	0.8611111	0.028571429	0.4	0.029411765	0.029411765	0.96666664	0.0	0.0	
0.8952287971	0.8710729529	6	0.4806616821	0.3960464847	0.4717174228	0.6610169492	0.8918918919	0.6379310345	0.7879257042	0.7376745109	0.8036768428	0.1578540941	0.1537154862	0.1437461891	0.2350709032	0.224736639	0.2264461177	1907.45	0.8318883656	259.003	57.9224	68.4457	20.9807	248.364	1605.76	227.979	207.783	61.1466	65.7126	19.1476	217.829	1631.21	212.692	207.882	60.5631	65.0012	19.2483	217.022	0	50.0	60.0	4.7	-149.712	-136.032	1.2765957	162.1	0.03624281	0.0	0.96	0.06122449	0.59183675	0.0625	0.14583333	1.0	6.0	6.0	
0.9097222222	0.9707317073	0	0.2574734209	0.4171754367	0.3017460317	0.875	1	0.75	0.9076655052	0.6435580642	0.8318783069	0.1463414634	0.1370038412	0.1111111111	0.1981707317	0.2645157241	0.1805555556	75789.8	0.7098027881	191.696	82.2106	147.731	67.213	173.309	160760	197.801	459.049	112.475	242.809	75.3764	381.41	155435	375.104	468.586	110.034	244.594	76.1124	389.251	0	14.0	13.0	3.7857144	-26.3941	-25.1859	1.0	328.0	0.012757016	0.0	1.0	0.0	1.0	0.25	0.5	1.0	0.0	0.0	
0.8333333333	0.6438274043	4	0.4750948449	0.4546981462	0.3638176638	0.5714285714	0.8846153846	0.55	0.5632195195	0.6646170312	0.7361823362	0.2236842105	0.2012355163	0.25	0.3561725957	0.2702484676	0.25	4650.16	0.7297515324	933.966	156.872	129.374	32.412	445.234	4184.03	686.041	833.776	164.494	157.481	34.8464	476.549	4145.9	546.301	831.593	163.948	155.431	34.6847	470.956	0	24.0	24.0	3.5833333	-61.3288	-60.4926	1.2631578	282.95834	0.021840028	0.0	0.8333333	0.04347826	0.65217394	0.045454547	0.18181819	0.9047619	4.0	4.0	
0.9695587153	0.9716920431	4	0.4903168182	0.3880859474	0.446200206	0.6756756757	1	0.6486486486	0.9456063258	0.7364615719	0.9441841073	0.0566159139	0.1005921985	0.0608825695	0.0815905113	0.1797224247	0.0837238391	4670.78	0.8331148913	133.462	55.01	51.1193	26.0726	149.544	1989.84	133.136	187.132	51.5055	53.1487	25.7825	170.417	2019.47	157.378	187.249	51.6956	53.2287	26.9206	169.846	0.025641026	39.0	49.0	5.025641	-116.322	-109.375	1.3243244	131.76923	0.073953696	0.025641026	0.84615386	0.02631579	0.57894737	0.027027028	0.1891892	0.9722222	4.0	4.0	
0.8778409091	0.8211354259	3	0.5683728577	0.5121332152	0.5176773661	0.6923076923	0.84375	0.5416666667	0.7335206116	0.6044457238	0.7823226339	0.2230235043	0.2995341231	0.1553030303	0.337028585	0.3492704631	0.2840909091	6178.97	0.6507295369	269.91	122.548	132.902	28.2039	150.299	3714.06	124.055	238.207	106.358	127.298	29.1662	160.204	3596.89	124.411	236.598	105.9	126.587	29.0121	158.643	0.04	25.0	28.0	4.64	-75.2239	-62.8583	1.037037	158.56	0.04123131	0.04	0.88	0.041666668	0.625	0.0	0.17391305	1.0	2.0	3.0	
0.9655172414	0.9666666667	2	0.3556089744	0.3775905081	0.355783046	0.6153846154	0.9411764706	0.6153846154	0.9361111111	0.8198160525	0.9353448276	0.0666666667	0.1235463638	0.0689655172	0.0958333333	0.1702759212	0.0969827586	819.737	0.8870157454	921.066	183.415	189.471	37.8691	?	514	921.902	611.576	223.665	209.809	36.3284	?	508.126	542.363	609.035	222.451	207.417	37.8366	?	0	17.0	16.0	5.0588236	-47.9006	-43.6522	1.0	157.70589	0.030841585	0.0	1.0	0.0	0.6875	0.0	0.06666667	1.0	2.0	2.0	
0.9223663827	0.9528485615	3	0.481398697	0.428914929	0.5329909983	0.8	0.9344262295	0.7346938776	0.8602047866	0.7333331509	0.8064783251	0.1296664558	0.208400839	0.1292210936	0.2085020698	0.2583569793	0.2320681992	156.119	0.807495968	103.692	64.3325	64.3892	12.3179	94.4314	124.998	106.217	91.1375	62.7478	62.2562	11.8719	93.1615	132.608	106.141	90.9494	62.3236	61.9552	11.8928	92.7707	0.023255814	43.0	53.0	4.837209	-122.667	-111.478	1.4722222	143.58139	0.054270778	0.023255814	0.8604651	0.071428575	0.61904764	0.0	0.29268292	0.9714286	3.0	3.0	
0.6666666667	0.6666666667	0.6666666667	?	0.2980295567	?	?	?	?	0.6666666667	0.7019704434	0.6666666667	0.6666666667	1	0	0.3333333333	0.2857142857	0.3333333333	3286.68	0.7142857143	4596.43	328.719	364.071	218.978	?	3979.8	3542.39	6380.53	1148.58	839.427	165.81	?	3967.98	4845.85	6540.48	1171.93	831.908	160.727	?	0	3.0	3.0	4.6666665	-11.1924	-11.2077	1.0	183.66667	0.077993006	0.0	1.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	
0.9517048346	0.9578158636	2	0.4009633657	0.37549426	0.3390458506	0.7307692308	0.972972973	0.6538461538	0.8820821281	0.6966918954	0.8555184815	0.1265524093	0.1604318508	0.0748091603	0.1611485451	0.2375563151	0.1410980029	3376.22	0.7624436849	213.154	76.4549	78.6958	23.9326	192.195	3018.01	180.7	125.568	53.9667	59.6561	20.0944	86.4476	3062.58	82.877	126.062	53.5032	59.3556	21.412	86.3898	0.03448276	29.0	32.0	4.9310346	-68.2002	-62.7024	1.1851852	180.06897	0.033636227	0.03448276	0.9655172	0.035714287	0.8214286	0.22222222	0.44444445	1.0	2.0	2.0	
0.9769230769	0.9448896011	0	0.3704517705	0.3432781811	0.3385850261	0.6923076923	1	0.64	0.8299264008	0.8295104375	0.8799898019	0.1153846154	0.1436996337	0.1153846154	0.2213319088	0.2065540596	0.1811383061	5302.22	0.8996977197	199.022	101.873	100.379	24.9034	199.982	3137.99	192.73	148.755	77.9917	80.1752	21.1993	137.015	3112.33	135.224	147.125	77.2329	78.9787	20.9789	135.245	0	25.0	29.0	4.52	-65.2968	-65.3027	1.1153846	187.12	0.037257917	0.0	1.0	0.0	0.7916667	0.08695652	0.2173913	1.0	0.0	0.0	
0.9504471719	0.9185573107	2	0.3624946812	0.3910141809	0.4150514341	0.7297297297	1	0.7142857143	0.8263942076	0.6901813585	0.8924144696	0.0787545788	0.1930006177	0.0638555889	0.144469882	0.2523096728	0.1237536618	1626.69	0.7476903272	112.151	33.2549	33.886	15.9867	128.368	1338.22	113.543	60.8354	26.8788	28.2267	13.0275	79.6047	1307.9	79.7843	60.6155	26.905	28.4533	12.9449	79.6686	0	32.0	40.0	5.34375	-81.8876	-76.7527	1.2903225	138.625	0.030108687	0.0	0.96875	0.0	0.7419355	0.0	0.43333334	1.0	2.0	2.0	
