1-edinburgh	2-edinburgh	3-edinburgh	4-edinburgh	5-edinburgh	6-edinburgh	7-edinburgh	8-edinburgh	9-edinburgh	10-edinburgh	11-edinburgh	12-edinburgh	13-edinburgh	14-edinburgh	15-edinburgh	16-edinburgh	17-edinburgh	18-edinburgh	19-edinburgh	20-edinburgh	21-edinburgh	22-edinburgh	23-edinburgh	24-edinburgh	25-edinburgh	26-edinburgh	27-edinburgh	28-edinburgh	29-edinburgh	30-edinburgh	31-edinburgh	32-edinburgh	33-edinburgh	34-edinburgh	35-edinburgh	36-edinburgh	37-edinburgh	38-edinburgh	39-edinburgh	40-edinburgh	41-edinburgh	42-edinburgh	43-edinburgh	44-edinburgh	45-edinburgh	46-edinburgh	47-edinburgh	48-edinburgh	49-edinburgh	50-edinburgh	51-edinburgh	52-edinburgh	53-edinburgh	54-edinburgh	55-edinburgh	56-edinburgh
1.696969697	1.9696969697	2.0303030303	2.0303030303	1.7435897436	2.1794871795	2.3076923077	2.3076923077	0.1314069161	1.31864440015e-06	0.78125	0.005123734	0.646465	0.0018550448	0.736842	0.00506642	0.2997946612	0.0013322577	0.8082686665	0.1087858237	2	1	1	0	2	1	1	1	0	0	6	1	2	1	1	0	0	0	1	1	0	0	4	1	0	0	0	0	1	0.9285714286	1	0.0714285714	0	0	0.8210762928	0.0534144756
1.6	1.8	1.8	1.8	1.6666666667	2	2.1666666667	2.1666666667	0.5439474272	0.2298369679	0.75	0.2234739403	0.566667	0.1267590182	0.6	0.3530662541	0.0410677618	0.1189327715	0.6809901007	0.0482389134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.6211721393	0.0296820586
1.7916666667	2.0416666667	2.125	2.125	1.7708333333	2.1458333333	2.25	2.25	0.1670513225	1.00662726241e-05	0.787234	0.0008946952	0.645161	0.0003890456	0.765957	0.0032495649	0.3388090349	0.0002994051	0.7885159862	0.1199086318	4	0	1	1	0	0	0	0	0	1	5	0	4	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0.9787234043	0	0	1	0.0212765957	0.8336206151	0.0613297669
1.8461538462	2.2820512821	2.5384615385	2.6666666667	1.8285714286	2.2	2.3428571429	2.3714285714	0.1399362146	7.96104164632e-05	0.763158	0.0028898094	0.608939	0.0026532699	0.794118	0.0097316812	0.227926078	0.0053301165	0.7940035108	0.1066747469	1	1	1	0	2	1	1	1	0	4	9	0	1	1	1	0	0	0	1	1	3	0	7	0	0	0	0	0	1	0.9705882353	0	0	1	0.0294117647	0.8156394617	0.055969862
1.875	2.5	2.875	3	2	3	3.5714285714	3.8571428571	0.2658725132	0.0845331027	0.428571	0.1066760336	0.333333	0.1248859368	0.333333	0.2742990042	0.0184804928	0.1611839069	0.7724356402	0.0483110993	0	0	1	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0.8582117017	0.0272873079
1.3947368421	1.4736842105	1.4736842105	1.4736842105	1.5128205128	1.7435897436	1.8205128205	1.8717948718	0.0391113891	1.61565545333e-08	0.756757	0.0029600345	0.679487	0.0014139867	0.763158	0.0067019477	0.3429158111	0.0019508834	0.8464260397	0.1194802195	1	0	2	0	0	0	0	0	0	0	4	0	1	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0.0810810811	1	0.7567567568	1	0.027027027	1	0.1351351351	0.8705329136	0.0515614758
1.7666666667	2.0666666667	2.1	2.1	1.8484848485	2.2727272727	2.4545454546	2.5454545455	0.0586909429	1.03366684533e-06	0.724138	0.0061820628	0.649123	0.0033168495	0.6875	0.0096636275	0.2443531828	0.0031170161	0.7735307526	0.0985098082	2	0	1	0	0	0	0	0	1	0	5	0	2	0	1	0	0	0	0	0	1	0	5	0	0	0	1	0.0344827586	1	0.8620689655	1	0.0344827586	1	0.0689655172	0.8474694946	0.073474925
1.8372093023	2.1162790698	2.1395348837	2.1395348837	1.8974358974	2.2564102564	2.3333333333	2.3333333333	0.0164807635	2.6041200732e-09	0.761905	0.0017250175	0.621495	0.0011876901	0.763158	0.0056636809	0.2689938398	0.0025008333	0.7892554202	0.1113584277	2	0	1	1	3	1	0	0	0	4	8	0	2	0	1	0	0	0	0	0	2	0	5	0	0	0	0	0	1	0.9166666667	1	0.0833333333	0	0	0.8600533514	0.0595606662
1.7441860465	2.1395348837	2.2325581395	2.2558139535	1.7916666667	2.3333333333	2.5416666667	2.6458333333	0.0215856459	1.2330065392e-07	0.761905	0.0017830882	0.64	0.0002661449	0.765957	0.0031631546	0.3757700205	0.0003414793	0.7780025539	0.118621023	1	0	2	0	0	0	0	0	0	0	4	0	1	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0.0476190476	1	0.9047619048	1	0.0238095238	1	0.0238095238	0.8683619785	0.0601862579
1.6666666667	1.9166666667	1.9722222222	1.9722222222	1.756097561	2.1219512195	2.243902439	2.2682926829	0.0622666754	8.95311714177e-07	0.771429	0.0035902601	0.635	0.0014928444	0.775	0.0057299437	0.3100616016	0.001423735	0.8324257255	0.1169649684	5	0	1	0	0	0	0	0	0	0	7	0	5	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	1	1	0	0	0	0	0.8484113614	0.0590877686
1.7846153846	2	2.0307692308	2.0307692308	1.8235294118	2.1617647059	2.25	2.2647058824	0.0084625224	1.72299494364e-11	0.828125	0.0007859813	0.672269	0.0006186978	0.820896	0.0017071633	0.523613963	0.0009275315	0.8201149267	0.1383891412	3	3	1	1	1	1	1	3	0	1	12	0	3	3	1	0	1	1	1	3	0	0	12	0	1	0.0483870968	1	0.0806451613	1	0.8387096774	1	0.0322580645	0	0	0.852696537	0.0683760024
1.8461538462	2.2564102564	2.4102564103	2.4102564103	1.8333333333	2.25	2.3888888889	2.3888888889	0.0471864186	1.6743340155e-07	0.763158	0.0021130563	0.628272	0.0016899888	0.742857	0.0069593878	0.2525667351	0.0033108286	0.7728393275	0.1007528436	2	0	1	0	1	1	0	0	0	0	4	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0.8276534696	0.0520215675
1.7647058824	2.1470588235	2.3529411765	2.4411764706	1.7647058824	2.2058823529	2.3529411765	2.4117647059	0.0505660565	2.33340863174e-05	0.727273	0.0039825755	0.608696	0.0018999266	0.727273	0.0090457714	0.2525667351	0.0027578928	0.7653681269	0.1006075566	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.8409010183	0.0537575949
1.7777777778	2.1111111111	2.1666666667	2.1666666667	1.8421052632	2.2631578947	2.4210526316	2.4736842105	0.0448198234	1.49719072366e-07	0.771429	0.0032609672	0.625	0.0018644826	0.756757	0.0060603624	0.2689938398	0.002411799	0.7796213941	0.1078822296	1	1	1	1	0	0	1	1	0	1	3	0	1	1	1	0	0	0	1	1	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0.8376351563	0.0572617819
1.825	2.325	2.425	2.425	1.880952381	2.4285714286	2.6904761905	2.7619047619	0.1559022628	1.13417603142e-06	0.769231	0.0025578155	0.623853	0.0008502376	0.780488	0.0049603099	0.3141683778	0.001227208	0.7619236054	0.1097952447	2	1	1	0	2	1	1	1	0	0	6	0	2	1	1	0	0	0	1	1	0	0	4	0	0	0	1	0.0571428571	1	0.9142857143	1	0.0285714286	0	0	0.7787633118	0.0824138872
1.7333333333	1.9666666667	2	2	1.84375	2.15625	2.21875	2.21875	0.0919842502	3.780701998e-08	0.793103	0.0069590409	0.624113	0.0061089593	0.774194	0.0123244382	0.1991786448	0.0068542866	0.7543403769	0.0996352896	1	0	1	1	1	1	0	0	1	1	6	0	1	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0.9259259259	0	0	1	0.0740740741	0.7842148775	0.0520594352
1.8260869565	2.2826086957	2.4782608696	2.5217391304	1.7906976744	2.2093023256	2.3488372093	2.3720930233	0.0083842093	5.61458170543e-07	0.777778	0.0013126699	0.652672	0.0004817454	0.761905	0.004081432	0.340862423	0.00057438	0.8099810256	0.119662257	3	0	2	0	0	0	0	0	0	0	5	0	3	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0.9555555556	0	0	1	0.0444444444	0.8848923441	0.0621901557
1.6857142857	1.9714285714	2.0285714286	2.0285714286	1.7352941177	2	2.1176470588	2.1176470588	0.0456740489	5.05213610906e-07	0.764706	0.0040275916	0.646766	0.001540243	0.727273	0.0096376596	0.2751540041	0.0019541408	0.8293348446	0.1091211747	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0.0294117647	0	0	1	0.8823529412	1	0.0882352941	0	0	0.8767759741	0.0540748624
1.625	1.775	1.775	1.775	1.65	1.975	2.05	2.05	0.0648490831	2.63818113994e-08	0.794872	0.0024846644	0.679612	0.0023367902	0.820513	0.0068214895	0.2895277207	0.003966914	0.8393960329	0.1185653571	3	11	6	1	0	0	1	11	0	1	15	1	3	11	6	0	0	0	1	11	0	1	15	1	0	0	1	0.0256410256	1	0.8974358974	1	0.0769230769	0	0	0.7975731265	0.0526445536
1.8260869565	2.2391304348	2.3043478261	2.3260869565	1.8636363636	2.2727272727	2.4545454546	2.5227272727	0.0331782033	4.3249294695e-09	0.733333	0.0009851776	0.637931	0.0006883275	0.767442	0.003823992	0.3244353183	0.0010808986	0.8091401468	0.119055208	2	0	1	0	1	1	0	0	0	0	7	0	2	0	1	0	0	0	0	0	0	0	7	0	1	0.023255814	1	0.0465116279	1	0.8372093023	1	0.0930232558	0	0	0.8538987489	0.0598887614
1.75	2.03125	2.0625	2.0625	1.8125	2.25	2.40625	2.4375	0.0426218372	2.47934001809e-07	0.774194	0.0053375605	0.607362	0.0034204551	0.774194	0.013237343	0.2156057495	0.0054101931	0.8005309567	0.1045598462	0	0	1	0	2	1	0	0	0	0	3	0	0	0	1	0	2	1	0	0	0	0	3	0	1	0.0322580645	0	0	1	0.935483871	1	0.0322580645	0	0	0.8494736819	0.055783745
1.7912087912	2.1208791209	2.1868131868	2.1978021978	1.8415841584	2.3663366337	2.6237623762	2.7326732673	0.0230063252	2.39541364943e-10	0.811111	0.0006484571	0.674766	0.0018231661	0.8	0.0013718196	0.8090349076	0.0022654895	0.8416557465	0.1586544139	5	1	1	0	1	1	1	1	0	0	8	0	5	1	1	0	0	0	1	1	0	0	7	0	1	0.0454545455	1	0.0340909091	1	0.8977272727	0	0	1	0.0227272727	0.8786795637	0.0787941835
1.6111111111	1.7777777778	1.8055555556	1.8055555556	1.6944444444	1.8888888889	1.8888888889	1.8888888889	0.0177422458	2.26500444477e-08	0.8	0.0036264981	0.640719	0.0032713385	0.771429	0.0086298378	0.2422997947	0.0043830409	0.8080565451	0.1112911481	1	1	2	0	0	0	1	1	2	0	7	1	1	1	2	0	0	0	1	1	2	0	6	1	0	0	0	0	1	0.9142857143	1	0.0285714286	1	0.0571428571	0.8811082587	0.0559947676
1.6538461539	1.9807692308	2.1538461539	2.2307692308	1.6851851852	2.0925925926	2.3333333333	2.4259259259	0.0547918802	2.74798745709e-06	0.803922	0.0010328947	0.65233	0.000456578	0.773585	0.0019019222	0.3983572895	0.0003735099	0.7795488415	0.1250503837	2	1	1	0	0	0	1	1	0	1	7	0	2	1	1	0	0	0	1	1	1	0	7	0	1	0.0196078431	1	0.0196078431	1	0.8823529412	1	0.0196078431	1	0.0588235294	0.8519826006	0.0602509766
1.8	2.225	2.35	2.35	1.875	2.3	2.375	2.375	0.0569512535	1.87747479629e-06	0.74359	0.0019242138	0.617647	0.0010977167	0.769231	0.0054819058	0.3080082136	0.0011864911	0.8098898146	0.1110536515	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.8590382321	0.0585735271
1.76	2.04	2.1	2.1	1.8461538462	2.3653846154	2.6153846154	2.6730769231	0.073391367	1.80914767239e-09	0.77551	0.0010182645	0.632727	8.26328607943e-05	0.764706	0.0018759544	0.3880903491	0.0002206857	0.8075577267	0.1197150249	2	0	1	1	2	1	0	0	0	1	5	0	3	0	1	0	1	1	0	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0.8435110494	0.0597521122
1.7068965517	1.9655172414	2	2	1.746031746	2.0952380952	2.2222222222	2.2380952381	0.0979247915	3.2625556621e-09	0.789474	0.0005156596	0.662116	0.0004444138	0.790323	0.0011161705	0.4496919918	0.0005472354	0.8124135015	0.1313794973	3	0	1	0	0	0	0	0	0	0	4	0	3	0	1	0	0	0	0	0	0	0	4	0	1	0.0175438596	1	0.0175438596	1	0.8771929825	1	0.0175438596	1	0.0701754386	0.8706618198	0.064478587
1.6842105263	1.8684210526	1.9210526316	1.9210526316	1.6666666667	1.8333333333	1.8611111111	1.8611111111	0.0357998606	1.54587460166e-09	0.756757	0.0024871402	0.647668	0.0019177535	0.742857	0.0078337885	0.2525667351	0.0041414538	0.8106486768	0.1124937904	1	2	1	0	1	1	1	2	0	0	5	0	1	2	1	0	1	1	1	2	0	0	5	0	1	0.0571428571	1	0.0285714286	1	0.6857142857	1	0.0571428571	1	0.1714285714	0.8435116176	0.0535891611
1.8409090909	2.25	2.3181818182	2.3181818182	1.8139534884	2.1162790698	2.2325581395	2.3023255814	0.0752015243	3.29932638219e-07	0.72093	0.0009417371	0.633484	0.0006788898	0.738095	0.0029478004	0.3018480493	0.0012779685	0.8011423977	0.1092449819	3	0	1	0	2	1	0	0	0	0	6	0	3	0	1	0	1	1	0	0	0	0	5	0	1	0.0256410256	1	0.0256410256	1	0.9487179487	0	0	0	0	0.8932804317	0.0589148834
1.5	1.625	1.625	1.625	1.75	1.875	1.875	1.875	0.8014007084	0.5379061267	0.714286	0.1121265621	0.540541	0.098702016	0.714286	0.2359431246	0.0431211499	0.1461020876	0.8061717524	0.0493543763	0	2	0	0	2	1	1	2	0	0	5	0	0	2	0	0	2	1	1	2	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0.6774299261	0.0272251027
1.7105263158	2	2.052631579	2.052631579	1.8095238095	2.1190476191	2.2142857143	2.2142857143	0.0055251766	6.90847636197e-12	0.72973	0.0026962401	0.617978	0.0022893916	0.756098	0.0042099282	0.2628336756	0.0019427401	0.7865794913	0.1090055226	1	2	3	0	0	0	1	2	0	0	7	0	1	2	3	0	0	0	1	2	0	0	7	0	0	0	0	0	1	1	0	0	0	0	0.8496709818	0.0560101235
1.6739130435	1.8260869565	1.8260869565	1.8260869565	1.7647058824	2.2156862745	2.4117647059	2.4901960784	0.0121236234	6.38010037867e-09	0.755556	0.0012631521	0.65098	0.0004930707	0.78	0.0018750589	0.4004106776	0.000468516	0.8039336276	0.1280894678	2	0	1	0	1	1	0	0	0	0	4	0	2	0	1	0	1	1	0	0	0	0	4	0	0	0	0	0	1	0.8837209302	1	0.0465116279	1	0.0697674419	0.8637641333	0.0657935026
1.9166666667	2.25	2.4166666667	2.4166666667	1.6923076923	2.3076923077	2.6923076923	2.9230769231	0.2163954964	9.7019552825e-05	0.545455	0.0530397851	0.552239	0.0359752856	0.5	0.0964424115	0.0841889117	0.0414948865	0.6700296664	0.0541110699	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.9090909091	0	0	1	0.0909090909	0.6541913721	0.0330438643
1.6031746032	1.8571428571	1.9206349206	1.9365079365	1.7910447761	2.1492537313	2.2537313433	2.2686567164	0.0406045802	3.86264365237e-09	0.822581	0.0007042771	0.654867	0.0003355649	0.80303	0.0011694494	0.4948665298	0.0006639573	0.8242642155	0.1433533304	4	0	1	1	2	1	0	0	2	1	11	0	5	0	1	0	1	1	0	0	2	0	9	0	1	0.0483870968	1	0.0322580645	1	0.8709677419	1	0.0161290323	1	0.0322580645	0.8613810221	0.0691318859
1.7741935484	2.1290322581	2.2258064516	2.2580645161	1.75	2.3055555556	2.5555555556	2.6666666667	0.0524463148	4.7701043165e-07	0.766667	0.0055525125	0.615819	0.002826715	0.742857	0.007966135	0.250513347	0.003510613	0.7942485585	0.1067502244	2	0	1	0	0	0	0	0	2	1	6	0	2	0	1	0	0	0	0	0	3	0	6	0	0	0	1	0.1333333333	1	0.7666666667	1	0.0333333333	1	0.0666666667	0.79859982	0.0552767392
1.6451612903	1.9032258065	2	2.0322580645	1.8333333333	2.1944444444	2.3333333333	2.3888888889	0.1081338491	7.33856204752e-07	0.766667	0.0066193943	0.616766	0.00358635	0.742857	0.007797523	0.2258726899	0.0044943338	0.7511609216	0.1036067422	1	1	1	0	2	1	1	1	0	0	5	1	2	1	1	0	1	1	1	1	0	0	5	1	0	0	0	0	1	0.8333333333	1	0.0666666667	1	0.1	0.8136654782	0.0527179958
1.7777777778	2.0740740741	2.1481481482	2.1481481482	1.8571428571	2.3571428571	2.5357142857	2.5357142857	0.0128988163	1.20024351151e-05	0.730769	0.0090599429	0.601504	0.006834199	0.740741	0.0180839315	0.1745379877	0.0089202632	0.8181434266	0.0938260876	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.8848179635	0.0497162754
1.7352941177	2.0294117647	2.1470588235	2.1470588235	1.8157894737	2.3421052632	2.4736842105	2.5	0.0191301228	8.15558391341e-07	0.757576	0.0042846336	0.622222	0.0024018059	0.756757	0.0067068727	0.2607802875	0.0029104456	0.7874212221	0.1083940908	1	0	1	0	1	1	0	0	0	0	3	0	1	0	1	0	1	1	0	0	0	0	3	0	1	0.0322580645	0	0	1	0.9677419355	0	0	0	0	0.8416992477	0.0548387337
1.5454545455	1.7272727273	1.7272727273	1.7272727273	1.76	2.08	2.12	2.12	0.0497223068	6.21407787991e-06	0.761905	0.0158179869	0.61157	0.0099427885	0.75	0.0253092661	0.1889117043	0.0088437154	0.8759420943	0.1006334485	0	1	1	0	2	1	1	1	0	0	4	0	0	1	1	0	1	1	1	1	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0.8898845533	0.054049619
1.962962963	2.5308641975	2.7160493827	2.7901234568	1.9268292683	2.5	2.7073170732	2.743902439	0.0271038145	1.02895212482e-10	0.8	0.0005062062	0.659574	0.0007132852	0.802469	0.0006720304	0.5770020534	0.0008203103	0.7795956032	0.1409729898	7	0	2	1	0	0	0	0	2	2	15	0	7	0	2	0	0	0	0	0	2	0	11	0	0	0	0	0	1	0.9875	1	0.0125	0	0	0.8349655144	0.0740849067
1.6666666667	1.8888888889	1.8888888889	1.8888888889	1.5555555556	1.6666666667	1.6666666667	1.6666666667	0.0318032254	9.58509198125e-06	0.625	0.0884845722	0.56	0.0598737995	0.625	0.1878152689	0.0636550308	0.0823988347	0.8802632628	0.0611198674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.8396349548	0.0341745229
1.6851851852	2.0185185185	2.0555555556	2.0555555556	1.75	2.1666666667	2.3166666667	2.3666666667	0.0349787881	6.11083808152e-10	0.792453	0.0006306757	0.663121	0.0005803176	0.762712	0.0008269422	0.4209445585	0.0007432195	0.8074638314	0.1245388946	4	0	3	0	2	1	0	0	2	0	12	0	4	0	3	0	2	1	0	0	2	0	10	0	0	0	0	0	1	0.8679245283	1	0.0377358491	1	0.0943396226	0.8925743338	0.0647234208
1.6052631579	1.7105263158	1.7368421053	1.7368421053	1.641025641	1.8205128205	1.8717948718	1.8717948718	0.026726577	6.61035256075e-07	0.756757	0.0024846644	0.636816	0.001369734	0.763158	0.0057532252	0.2792607803	0.0019272676	0.8071167625	0.1088476516	3	0	1	0	1	1	0	0	2	1	8	0	3	0	1	0	1	1	0	0	3	0	8	0	0	0	1	0.0285714286	1	0.9142857143	0	0	1	0.0571428571	0.8976564268	0.0550155188
1.5588235294	1.8529411765	2	2.0588235294	1.6388888889	1.9722222222	2.0833333333	2.1388888889	0.0883114548	1.30206472678e-06	0.757576	0.0044338621	0.609756	0.0036706607	0.771429	0.008322253	0.2484599589	0.0032261374	0.8053256267	0.1104525756	1	2	1	0	0	0	1	2	0	0	2	0	1	2	1	0	0	0	1	2	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.8545973916	0.0544086642
1.5862068966	1.8620689655	2.0344827586	2.1034482759	1.5714285714	1.7857142857	1.7857142857	1.7857142857	0.0390148661	2.14578276706e-06	0.714286	0.0066623847	0.615385	0.0058790973	0.740741	0.0191525092	0.1971252567	0.0089129342	0.8580486676	0.1065053901	0	1	1	0	1	1	1	1	2	0	6	1	0	1	1	0	1	1	1	1	2	0	6	1	1	0.0769230769	0	0	1	0.9230769231	0	0	0	0	0.8881716549	0.050645736
1.8444444444	2.2666666667	2.4222222222	2.4444444444	1.8444444444	2.3333333333	2.4888888889	2.5333333333	0.0975938589	3.2795973918e-05	0.772727	0.0013918982	0.64684	0.0003137532	0.772727	0.0032862781	0.3737166324	0.000405812	0.7824980133	0.1184484842	2	0	1	0	0	0	0	0	1	0	5	0	2	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0.9318181818	1	0.0227272727	1	0.0454545455	0.8268469512	0.0587326624
1.7878787879	2.0606060606	2.1515151515	2.1515151515	1.8181818182	2.2727272727	2.3636363636	2.3939393939	0.0523395508	8.30393767158e-07	0.71875	0.0045128653	0.617647	0.0030502851	0.71875	0.0112525922	0.2156057495	0.0050749571	0.7898876224	0.1059704941	1	1	1	0	0	0	1	1	0	1	4	0	1	1	1	0	0	0	1	1	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0.8419903066	0.0566421416
1.5	1.6666666667	1.6944444444	1.6944444444	1.6111111111	1.9166666667	1.9722222222	1.9722222222	0.0241832093	3.66144849685e-09	0.714286	0.0030716745	0.632124	0.0015958209	0.742857	0.0076341045	0.2669404517	0.0027060466	0.8172340514	0.1097606686	1	1	1	0	1	1	1	1	0	0	4	0	1	1	1	0	1	1	1	1	0	0	4	0	0	0	1	0.0909090909	1	0.7878787879	0	0	1	0.1212121212	0.8886132007	0.0549297084
1.5217391304	1.8260869565	1.9565217391	2.0434782609	1.5	1.8181818182	2	2.0909090909	0.0601353894	2.58200692888e-06	0.727273	0.0136119723	0.618321	0.007955615	0.714286	0.0351591459	0.1786447639	0.0100231489	0.8111751135	0.0947743267	2	0	2	0	0	0	0	0	0	0	4	0	2	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0.0454545455	1	0.7727272727	0	0	1	0.1818181818	0.8887682382	0.0496136985
1.8333333333	2.375	2.4583333333	2.4583333333	1.9166666667	2.5416666667	2.75	2.75	0.0858820973	2.64007128289e-06	0.695652	0.0119020352	0.628099	0.0096831451	0.695652	0.0262709725	0.1560574949	0.0127234952	0.7269913648	0.080698293	0	0	1	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0.9565217391	1	0.0434782609	0	0	0.8020197492	0.0463370638
1.3529411765	1.3529411765	1.3529411765	1.3529411765	1.1875	1.1875	1.1875	1.1875	0.0550541432	1.34985773863e-06	0.75	0.0285291867	0.614583	0.0175651456	0.733333	0.0678182131	0.1190965092	0.0277811558	0.8509054663	0.0838119741	0	1	1	0	0	0	1	1	0	0	2	0	0	1	1	0	0	0	1	1	0	0	2	0	0	0	1	0.0625	1	0.8125	0	0	1	0.125	0.8008241954	0.0366234385
1.7727272727	2.1363636364	2.2272727273	2.25	1.8723404255	2.3404255319	2.4893617021	2.5106382979	0.0799087869	2.19358113901e-07	0.767442	0.0014436667	0.638393	0.0011254008	0.73913	0.0022184616	0.3141683778	0.0014405647	0.8457137499	0.118692614	4	1	1	0	2	1	1	1	0	0	8	0	5	1	1	0	0	0	1	1	0	0	7	0	1	0.0487804878	1	0.0731707317	1	0.8292682927	1	0.0243902439	1	0.0243902439	0.8783228912	0.0604438395
1.8620689655	2.3103448276	2.6206896552	2.7931034483	1.9310344828	2.5517241379	2.9655172414	3.2068965517	0.0601917512	1.00610410645e-06	0.678571	0.0067938318	0.597701	0.0025039435	0.678571	0.0158762153	0.2197125257	0.0040746781	0.7184862783	0.0889253691	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.7414777626	0.0503190551
1.8048780488	2.3658536585	2.5853658537	2.6341463415	1.8	2.275	2.5	2.55	0.1370248671	1.90328369444e-06	0.75	0.0024709344	0.572193	0.0018642728	0.74359	0.0067543312	0.2566735113	0.0022435024	0.7921771701	0.1081997721	0	1	1	0	2	1	1	1	1	0	9	0	0	1	1	0	2	1	1	1	1	0	6	0	0	0	0	0	1	0.95	1	0.025	1	0.025	0.854195079	0.0579261324
1.3333333333	1.5	1.5	1.5	1.3333333333	1.5	1.5	1.5	0.0814164277	7.02799305806e-05	0.6	0.1715001818	0.571429	0.1388389357	0.6	0.3575247127	0.0349075975	0.1847169305	0.7639450725	0.0441861138	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.6408383436	0.0206551871
1.75	2	2	2	1.8181818182	2.25	2.4090909091	2.4545454546	0.0477218729	5.60680383804e-09	0.794872	0.0022674616	0.631016	0.0024844388	0.744186	0.0033207526	0.2772073922	0.0027874805	0.8113138271	0.1105299935	2	6	1	0	4	1	1	6	0	0	13	0	2	6	1	0	3	1	1	6	0	0	12	0	1	0.0322580645	0	0	1	0.9032258065	0	0	1	0.064516129	0.8378184973	0.0532570477
1.7272727273	2.2727272727	2.4090909091	2.4545454546	1.7727272727	2.2727272727	2.4545454546	2.5454545455	0.1757427399	0.0001052317	0.714286	0.0158756075	0.584	0.0090589944	0.714286	0.034970655	0.1540041068	0.0140315942	0.8334118078	0.0906120054	2	0	3	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0.0454545455	1	0.8636363636	1	0.0909090909	0	0	0.7777144038	0.0450684687
1.5909090909	1.7272727273	1.7272727273	1.7272727273	1.8076923077	2.3076923077	2.5769230769	2.6923076923	0.0834689563	4.35516371836e-06	0.714286	0.015703646	0.617647	0.0069101206	0.68	0.0226677074	0.2012320329	0.0068833314	0.8235523563	0.0987095337	1	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0.0476190476	1	0.9047619048	1	0.0476190476	0	0	0.8766364993	0.0528893644
1.9142857143	2.5047619048	2.7714285714	2.8952380952	1.9523809524	2.5333333333	2.7428571429	2.8	0.0007837561	6.58855602831e-13	0.826923	0.0007639234	0.674783	0.0020175841	0.826923	0.0016758227	0.8603696099	0.0024443725	0.8278813741	0.1678442809	5	0	3	0	0	0	0	0	0	0	9	0	5	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0.9711538462	1	0.0288461538	0	0	0.9064499189	0.0864437056
1.7567567568	2.1351351351	2.2702702703	2.2972972973	1.8	2.1142857143	2.2	2.2	0.0282340245	4.44349768186e-09	0.777778	0.0030937324	0.643275	0.0030532213	0.735294	0.0086320765	0.2176591376	0.0044243007	0.8029104362	0.1058145128	1	1	1	0	0	0	1	1	0	0	5	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0.9166666667	1	0.0833333333	0	0	0.8640649378	0.0563340583
1.9411764706	2.2352941177	2.2647058824	2.2647058824	1.9189189189	2.3783783784	2.4864864865	2.5135135135	0.0520306662	1.95820962617e-06	0.69697	0.0034459835	0.625668	0.0020102436	0.722222	0.0065721084	0.2751540041	0.0018260182	0.7830785916	0.1028584461	4	0	1	0	0	0	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0.8305569562	0.0552523055
