1-tcd	2-tcd	3-tcd	4-tcd	5-tcd	6-tcd	7-tcd	8-tcd	9-tcd	10-tcd	11-tcd	12-tcd	13-tcd	14-tcd	15-tcd	16-tcd	17-tcd	18-tcd	19-tcd	20-tcd	21-tcd	22-tcd	23-tcd	24-tcd	25-tcd	26-tcd	27-tcd	28-tcd	29-tcd	30-tcd	31-tcd	32-tcd	33-tcd	34-tcd	35-tcd	36-tcd	37-tcd	38-tcd	39-tcd	40-tcd	41-tcd	42-tcd	43-tcd
0.1440789474	0.1007566453	0.1721014493	0.2186728395	0.1889577026	0.5595238095	0.367264189	0.2038196382	0.1938664796	0.3333333333	0.368854909	0.384762262	0.376984127	0.0014106746	0.0119116255	0.0322940198	0.0409915977	0.0007543962	0.0116479748	0.0349359555	0.0412652371	0.0356899336	0.0420791223	0.013913535	0.0416498944	0.1105263158	0.06952278	0.2835069444	0.3008928571	0.5119047619	0.3243178911	0.1983529027	0.4621212121	0.4924242424	0.0073870341	0.0180798572	0.0376655262	0.0461357531	0.0007411384	0.0122109372	0.03555663	0.0424115411	0.0006125634
0.3619047619	0.2367933173	0.4946428571	0.5283333333	0.2327693253	0.7407407407	0.4871439969	0.2551249137	0.2545702601	0.6111111111	0.4214571126	0.4403169781	0.6458333333	0.0076296127	0.0082460567	0.052581923	0.0555705715	0.0009406108	0.0012642477	0.0510857442	0.0526391307	0.0507255629	0.0521369801	0.0014038289	0.0505820441	0.162962963	0.1066826042	0.4625	0.4941176471	0.6666666667	0.4481341831	0.2307940181	0.6904761905	0.7202380952	0.0148285364	0.0156475393	0.0582828127	0.0616954791	0.0011459017	0.0014093957	0.0507516588	0.0526665533	3.95669538470307e-05
0.4133333333	0.2963868651	0.2698412698	0.302173913	0.3277217333	0.8823529412	0.5204748614	0.3689715499	0.2232177313	0.5833333333	0.4970739823	0.522160995	0.600877193	0.0186107633	0.0185273871	0.0511126519	0.0509968031	0.0022147179	0.0022070862	0.0416926152	0.0416471012	0.039973828	0.0399521169	0.0016832024	0.0390351563	0.2276785714	0.1487591658	0.2420634921	0.293115942	0.75	0.4483151716	0.2214727527	0.5877192982	0.6096491228	0.0179722803	0.0177963726	0.0513639793	0.0512069211	0.0034584484	0.0034024506	0.0437437893	0.043622781	0.0003318985
0.1194010417	0.0833387139	0.190719697	0.2444444444	0.1593517467	0.4722222222	0.3213452511	0.1677378459	0.1890654068	0.3583333333	0.3274832012	0.3394463782	0.3958333333	0.0005382252	0.0057380569	0.0331332914	0.0388705285	0.0004366726	0.0023560215	0.037217528	0.0399874435	0.0379556667	0.0402168719	0.0027575743	0.0397001519	0.1225877193	0.0788673186	0.2616666667	0.2861111111	0.5079365079	0.3158620713	0.2000752752	0.481884058	0.5144927536	0.0018701028	0.0078875141	0.0341221455	0.0403231559	0.0014876638	0.0083673431	0.0366572457	0.0420641667	0.001775499
0.25	0.1553704254	0.369047619	0.1452380952	0.148120606	0.25	0.1553704254	0.1498781015	0.1621296773	0.5	0.3321081802	0.3430038955	0.55	1.75319646805883e-05	0.0003444122	2.7822832823474e-06	0.0002188839	2.04376984529318e-05	0.0005157311	0	0.0002371548	0	0.0002245225	0.0005359879	0.0002083486	0.25	0.1658492155	0.1523809524	0.1523809524	0.25	0.1658492155	0.1581946201	0.3	0.3966666667	8.18628169683525e-06	0.0002794527	2.69152214462861e-06	0.0001842598	6.62642325609433e-06	0.000428173	0	0.0001971121	7.64666331582394e-06
0.1107142857	0.0723524376	0.1262061404	0.1646317829	0.1759819125	0.463963964	0.2995728699	0.18725836	0.1509738571	0.3564814815	0.3564704296	0.370471589	0.4027777778	0.0048645841	0.004842994	0.0280681833	0.0280113391	9.89007858296353e-05	9.84360138327307e-05	0.0269179915	0.0268886063	0.0273135058	0.027298671	1.02804890767027e-05	0.027286515	0.1091071429	0.0646658311	0.1393640351	0.1759689922	0.4527027027	0.2644535232	0.1630423947	0.4050925926	0.4398148148	0.007354682	0.0073512272	0.0316190838	0.0317102821	0.0002526833	0.0002485737	0.0285598172	0.0284808123	9.23409709006176e-05
0.1084558824	0.0753502872	0.1597587719	0.1198643411	0.1836838264	0.5115740741	0.3425062559	0.1946378214	0.1623260224	0.3796296296	0.3697818643	0.3840532809	0.4282407407	0.0068791943	0.0115231498	0.0067179816	0.010077109	0.001018043	0.0080007017	4.61397343205759e-05	0.003365773	0	0.0029978549	0.0086330566	0.0029839134	0.1129385965	0.068549156	0.2223214286	0.1266843972	0.5020833333	0.3085677643	0.1840047553	0.4520833333	0.4958333333	0.0101756423	0.0158649488	0.0084656092	0.0125763665	0.0015179051	0.009470546	7.08758429391258e-05	0.0037289361	0.0017301052
0.1891304348	0.1149174014	0.2697222222	0.2991935484	0.232947929	0.6666666667	0.4228819773	0.2544373352	0.179066075	0.4672619048	0.4152629106	0.433549168	0.505952381	0.0075859846	0.008210434	0.0350627389	0.0366262229	0.0005261067	0.0006767017	0.032964025	0.0336820806	0.0330373747	0.0336428025	0.0002788483	0.0332419792	0.1630681818	0.0931258871	0.2566091954	0.2875	0.5243055556	0.3098215894	0.182450502	0.5216049383	0.5555555556	0.0039288504	0.0039405088	0.0343452021	0.0345145303	0.0012149601	0.0012269666	0.0357722736	0.0359245199	0.000438448
0.1722222222	0.1075735875	0.1788978495	0.2341435185	0.2381797526	0.5833333333	0.3388238045	0.2610850662	0.178392925	0.4970238095	0.4117532462	0.4294853215	0.5148809524	0.0079652775	0.0079758331	0.0397182967	0.0396722479	0.000282931	0.0002952648	0.0313188224	0.0313186288	0.0308878952	0.030871119	7.90838783105981e-05	0.030557235	0.1213141026	0.0720312612	0.2844086022	0.2607142857	0.5446428571	0.3112803756	0.1950558292	0.5344827586	0.5632183908	0.0140116855	0.0197781298	0.0411913407	0.0424074502	0.0009057516	0.0086473653	0.0333644405	0.0338965789	0.000686472
0.2269736842	0.1415463	0.2171401515	0.2461050725	0.2638799281	0.7041666667	0.4279409524	0.2896631275	0.1763124529	0.4085365854	0.4574899732	0.4787008142	0.4508130081	0.0143036282	0.0198400793	0.0337005406	0.0383627023	0.0003891046	0.0063645539	0.0261659207	0.0298287378	0.0264399293	0.0299099898	0.0070494264	0.0297029894	0.2553353659	0.1517525655	0.2653368794	0.2855442177	0.6453488372	0.3805331028	0.1968985751	0.5587121212	0.5890151515	0.0129556139	0.0215692415	0.0342609967	0.0409444379	0.0014411421	0.0101054228	0.0274746321	0.0325002628	0.0013441368
0.1759375	0.1126376873	0.2183641975	0.1397988506	0.2410332543	0.5871212121	0.351463589	0.2625881752	0.1787980897	0.5033333333	0.420160066	0.4365686513	0.54	0.0118029146	0.0118519913	0.0070298984	0.0070669143	0.0012012377	0.0012157483	0.0005212062	0.0005293646	5.72904603575144e-05	6.36086308636203e-05	7.36833005944594e-05	9.47472098558067e-06	0.1105072464	0.0671500711	0.2579022989	0.1716145833	0.5	0.2953553114	0.2014586263	0.5092592593	0.5524691358	0.0051077123	0.0094287303	0.0025792639	0.0055428256	0.0022571569	0.007704161	0.000173311	0.0025556517	0.0022110753
0.2541666667	0.1629023363	0.2404166667	0.2546195652	0.2465830013	0.6666666667	0.406818591	0.2692819742	0.1929702373	0.5472972973	0.4296180841	0.4484589269	0.5855855856	0.0149780046	0.0158290239	0.0374707776	0.0387117159	0.0024196434	0.0029656791	0.0286427265	0.028977943	0.0274529154	0.0275036682	0.0013465108	0.0272073619	0.2282094595	0.1539755058	0.2735119048	0.289893617	0.608974359	0.365314234	0.1992161875	0.6395833333	0.6666666667	0.025967592	0.0280138149	0.0464879205	0.0508387106	0.0043166455	0.0047580475	0.0306428761	0.0314782985	0.0007785634
0.13125	0.0906807458	0.295	0.3014705882	0.2023843775	0.5357142857	0.3348713975	0.2184350606	0.1897809096	0.5416666667	0.3683034161	0.3818560535	0.5744047619	0.0133922121	0.0169401312	0.0380370173	0.041728126	0.0010668442	0.0037310229	0.0318180076	0.0343682003	0.0311839542	0.0331659816	0.0025123775	0.0327520762	0.1205246914	0.0725919415	0.3109375	0.3402777778	0.5229885057	0.3118503279	0.191858253	0.5527777778	0.5833333333	0.0094952335	0.012035232	0.0372091403	0.0409079402	0.0020824147	0.0038314826	0.0334023857	0.0353309641	0.0006607157
0.2262681159	0.1439538942	0.1663194444	0.1246212121	0.2364487251	0.6545138889	0.4053545649	0.2584504047	0.1725914392	0.3444444444	0.4240972317	0.4439117814	0.3833333333	0.0154473851	0.0215528245	0.0125214112	0.0167362233	0.0001889529	0.0007777497	0.000394489	0.0005298992	0	1.7359119835123e-05	0.000334808	0	0.1426136364	0.0848986663	0.1360507246	0.1139937107	0.5634057971	0.3352838919	0.1734966104	0.4166666667	0.4602272727	0.0101787914	0.0110256273	0.0091204351	0.0100573598	0.0003882918	0.0004266377	0.0004744632	0.0008349031	1.98418204445959e-05
0.25	0.1683048223	0.3354166667	0.1395833333	0.170900939	0.5	0.323348854	0.176651146	0.1552297077	0.4722222222	0.328491013	0.3450697488	0.5138888889	7.92325673239523e-05	9.03665234022644e-05	1.30170123405562e-05	1.84884541962328e-05	8.29855281336168e-05	9.62114256460542e-05	0	5.89016952722553e-06	0	5.71212509344112e-06	0.0001035351	5.39270008954584e-06	0.1333333333	0.0686342557	0.4121212121	0.2685606061	0.6333333333	0.3544100706	0.2265498433	0.6018518519	0.6203703704	0.0129227584	0.0278846299	0.0073369133	0.0175563139	0.001337679	0.0183079681	0.0002105152	0.0081479487	0.0009368153
0.1407291667	0.0738077155	0.1466374269	0.1693627451	0.2005562267	0.4435483871	0.2561418138	0.2143136496	0.1705855228	0.3772727273	0.3586896447	0.3708824724	0.4196969697	0.0147926499	0.0151300588	0.0362064084	0.0371040608	0.003252047	0.0033116039	0.0235676686	0.0236884052	0.022779109	0.0228709047	0.0006662776	0.0222731168	0.1457386364	0.0780588383	0.1577473958	0.1936373874	0.4534313725	0.2466299276	0.1785749286	0.4489247312	0.4892473118	0.0242074193	0.0244117371	0.0432737092	0.0446259245	0.0044908325	0.0044231013	0.0246358998	0.0246512617	0.0022933083
0.221875	0.1345162306	0.2268696581	0.2570075758	0.2812750212	0.6737804878	0.3733903899	0.3113015506	0.2084198455	0.5630630631	0.4549471471	0.4749753081	0.5855855856	0.0311647166	0.0365608744	0.0439365651	0.0490108239	0.0075439441	0.0083693732	0.0238629275	0.0246623246	0.0205007913	0.0209828375	0.0005562721	0.0197162945	0.186525974	0.1154257872	0.216017316	0.2351960784	0.6160337553	0.3525402898	0.1995597628	0.5788888889	0.6066666667	0.0279832863	0.0331600322	0.0420587045	0.0469955728	0.0062130773	0.0065059684	0.0242138428	0.0246804687	0.0016740484
0.2104166667	0.1411433579	0.2184027778	0.2359375	0.2361485743	0.6421568627	0.4067300672	0.256580569	0.1726835246	0.3880208333	0.4255481122	0.4452272073	0.4427083333	0.0063463879	0.0105533991	0.0342974087	0.0381152668	0.0009656405	0.0071054321	0.0284101044	0.0318999774	0.029070542	0.0326407057	0.0084124307	0.0323491621	0.2002604167	0.1237526152	0.2723684211	0.2675	0.6568627451	0.3786159798	0.1703612774	0.5162037037	0.5532407407	0.0103205621	0.0137354288	0.0349651922	0.0385215269	0.0005690467	0.0051350132	0.0303650753	0.0330820909	0.0002691753
0.2077235772	0.1421403022	0.1876811594	0.2115646259	0.2633087403	0.7635658915	0.4832193823	0.2895728679	0.1851783731	0.5581395349	0.4605804067	0.4819286709	0.5872093023	0.0275709841	0.0328845197	0.0437684637	0.048220182	0.0009871925	0.0067494175	0.026341096	0.0295358532	0.0256251745	0.028709502	0.0066816119	0.0285982682	0.205952381	0.1369490901	0.2129432624	0.2328333333	0.7803030303	0.488364136	0.1892333328	0.6363636364	0.6564393939	0.024991917	0.0277634702	0.0435579494	0.0464652571	0.0016109023	0.0044612947	0.0278950452	0.0296770395	0.0001800378
0.1385416667	0.0940281866	0.2289855072	0.2543269231	0.1903850888	0.5375	0.3459696519	0.2045807621	0.1728434043	0.3968253968	0.3430407262	0.3580279664	0.4603174603	0.0014417537	0.0014361815	0.0336748036	0.0336064362	8.76948784646354e-05	8.72827672418539e-05	0.0352301258	0.0351916667	0.0361853602	0.0361657068	0.0001008186	0.0358291912	0.1517045455	0.0985325568	0.2606481481	0.28875	0.6319444444	0.401270115	0.1916251701	0.51	0.55	0.0077183778	0.0080264106	0.0421343558	0.0428553258	0.0001784863	0.0002077375	0.0349962641	0.0353342846	0.0001328221
0.2236842105	0.1575371404	0.1628205128	0.2117283951	0.2197036581	0.6468253968	0.42792372	0.2391619642	0.1886238855	0.40625	0.3907244311	0.4072820349	0.4548611111	0.0053950808	0.0057544652	0.0359692711	0.0367824545	0.0014267954	0.0018495063	0.0361104299	0.0367697258	0.036267626	0.0369134551	0.0012854813	0.0360106296	0.1806818182	0.1124546913	0.2492816092	0.2804166667	0.7048611111	0.4236164094	0.2051678092	0.6111111111	0.6419753086	0.0171455228	0.0173919553	0.0469744898	0.0474830485	0.0017966762	0.0019945888	0.0373028416	0.0374076737	0.001315374
0.2131313131	0.1434273355	0.225	0.2426829268	0.2792812548	0.7285714286	0.4298665869	0.3099986499	0.1820440644	0.5717592593	0.4662726448	0.4879741346	0.6041666667	0.0180227419	0.0223464553	0.0428247068	0.0467706652	0.0007844043	0.0067977623	0.0286706113	0.0321363294	0.0282835391	0.031653147	0.0074407082	0.031422612	0.2578947368	0.1639368733	0.262037037	0.2548913043	0.8083333333	0.445615753	0.2037708542	0.6569767442	0.6802325581	0.0336345137	0.0370596871	0.0508643001	0.0544602581	0.0048335468	0.0091562207	0.0315331676	0.0340276065	0.000581391
0.14925	0.1017030422	0.1623611111	0.1997474747	0.2015333976	0.6018518519	0.4022664612	0.2152637295	0.1615027763	0.3734567901	0.3984273818	0.4154449698	0.4166666667	0.0023260238	0.002744264	0.0040298789	0.0043484294	0.0001747919	0.0007121763	0.0027155262	0.0030011008	0.0027857176	0.0030789699	0.0008444362	0.0030603266	0.1585	0.0977808842	0.2104166667	0.2059343434	0.5679012346	0.3244841424	0.1751665417	0.5555555556	0.575	0.0133797418	0.0159952459	0.01005757	0.0129810493	0.0055524475	0.0094124947	0.0040915576	0.0069447354	0.0031215795
0.1572916667	0.1046420819	0.4897727273	0.1232638889	0.2458486898	0.7222222222	0.4571750166	0.2710431455	0.1511071555	0.5729166667	0.4126924952	0.4306618577	0.5833333333	0.009175238	0.0094355847	0.0119488438	0.012267824	0.0002448155	0.0002990367	1.90711359758629e-05	4.07070613305653e-05	0	2.09273887384906e-05	0.0003078023	2.02163939427611e-05	0.1805555556	0.1301994117	0.396969697	0.1310606061	0.5333333333	0.3029511511	0.1563051224	0.6203703704	0.6388888889	0.0014375784	0.010616605	0.0004887642	0.0066035274	0.0009557026	0.0145450637	1.05222839050796e-05	0.0063159512	0.0010672855
0.2797619048	0.18819093	0.1942028986	0.2328333333	0.3065935019	0.8181818182	0.4859842203	0.3430224283	0.2116848786	0.5794573643	0.4896859688	0.513380625	0.5968992248	0.0220564457	0.0273399924	0.0500268534	0.0547905639	0.0019514975	0.0067875075	0.0284874972	0.031426405	0.0264943473	0.0291667641	0.0060650139	0.0282661207	0.2125968992	0.1304565707	0.2210069444	0.2468954248	0.7407407407	0.445697968	0.2095811345	0.6394927536	0.6539855072	0.0269924575	0.031128384	0.0489964353	0.0529139274	0.0025644387	0.0067642973	0.0285562403	0.031050148	0.001789718
0.25421875	0.1730792349	0.1765740741	0.1980442177	0.2492706541	0.6686507937	0.4103194484	0.2737096057	0.1720327584	0.488372093	0.4289466142	0.4478967806	0.5290697674	0.0107516511	0.017648329	0.0307585687	0.0338092331	0.0009844338	0.0065897543	0.0260891771	0.026588861	0.025977264	0.026219915	0.0069826747	0.0260323254	0.1688034188	0.1143877474	0.1574810606	0.1837673611	0.6463414634	0.424586705	0.1673022343	0.4682539683	0.5051587302	0.0095946827	0.0143405426	0.0314637319	0.033063162	0.0005215969	0.0064303839	0.0270529636	0.0271326428	0.0004259527
0.2171130952	0.1577891421	0.2340909091	0.2513888889	0.1913884207	0.5277777778	0.3523831655	0.2057385486	0.162812418	0.3722222222	0.3678419743	0.3826307804	0.4083333333	0.0050718944	0.0057457568	0.0308545818	0.0317060239	0.0009302887	0.0018547858	0.0303481516	0.0311294895	0.0309276307	0.0317183613	0.0021979203	0.0315589868	0.2098765432	0.1477325374	0.242578125	0.2596428571	0.4856321839	0.3077010594	0.1610477239	0.3965517241	0.4224137931	0.0031948071	0.0037260732	0.0309074332	0.0316902602	0.0007185345	0.0015384431	0.0318436089	0.0325672504	0.0008251485
0.1585	0.1092467279	0.1951923077	0.1913793103	0.2216068647	0.6394230769	0.4154526769	0.2416685692	0.1710805451	0.4795918367	0.4008990961	0.4183501102	0.5221088435	0.0124005257	0.012455098	0.0363603212	0.0365458691	0.0005723304	0.0005781315	0.024013527	0.0240274553	0.023640066	0.0236633417	4.57913544388217e-05	0.0235145079	0.1174019608	0.076688489	0.2416666667	0.256779661	0.5235849057	0.332446207	0.1804669347	0.5673076923	0.5849358974	0.0133939659	0.0163015365	0.0359389898	0.0386385003	0.0020285636	0.005857746	0.0259341416	0.0279639887	0.0020062397
0.1695754717	0.1074046973	0.1658179012	0.1776209677	0.2169960742	0.5439393939	0.3157891152	0.2366929823	0.1707603841	0.3611111111	0.3880516267	0.4036666894	0.4035947712	0.0121558758	0.0196288332	0.031104639	0.038708969	0.0004736298	0.0029815899	0.0222328662	0.0244678615	0.0225699935	0.0230277923	8.95208380126511e-06	0.0226326808	0.1424382716	0.0874203492	0.1641369048	0.1765873016	0.5416666667	0.2956233059	0.1654930698	0.4799382716	0.5077160494	0.0162294679	0.0174690302	0.034154712	0.0361906869	0.0040510319	0.0041472121	0.0252681874	0.0255091581	0.0013047195
0.1666666667	0.1172222451	0.3320512821	0.1038690476	0.2448366462	0.6875	0.4334422416	0.2665317908	0.1399429989	0.425	0.4309438724	0.4513302638	0.475	0.0015784486	0.0015735178	0.0009346578	0.0009340229	5.1089316066991e-05	5.084922815212e-05	0	0	0	0	5.86453326378083e-05	0	0.10875	0.0571873618	0.241025641	0.1205128205	0.4404761905	0.241020098	0.1455672266	0.4090909091	0.446969697	0.0043359645	0.0042965128	0.0027585273	0.0027499731	0.0030314732	0.0029886703	0.0013443182	0.0013435559	4.13304976323655e-05
0.2078547297	0.1345686028	0.1171803653	0.1482931727	0.2585461807	0.6370614035	0.3622227252	0.2853430399	0.1627289451	0.4084507042	0.4270521914	0.4450891367	0.4549295775	0.0191769358	0.0208671613	0.0327589523	0.0352427196	0.0007081256	0.0010537875	0.0199963538	0.0204795386	0.0195950112	0.0197120569	8.5222412105448e-05	0.0196139953	0.25625	0.1556227369	0.1932017544	0.2199612403	0.6919831224	0.3780470453	0.1887921487	0.4932432432	0.5281531532	0.0253604454	0.027642507	0.037228382	0.0398453946	0.006225419	0.0075787412	0.0237836871	0.0247308267	0.0012807748
0.1426829268	0.0984123656	0.0964430894	0.1115833333	0.1979207742	0.5775193798	0.3766172699	0.2149361328	0.1510051818	0.2612612613	0.362221722	0.3773155275	0.3099099099	0.0045217675	0.0084515536	0.0042225637	0.0069096192	0.000367653	0.0060123212	1.80729061034895e-05	0.0026534206	1.0405270964078e-06	0.0026831053	0.0072439732	0.0026825024	0.1005813953	0.0617987917	0.1179924242	0.1517628205	0.4203703704	0.2423058563	0.179898981	0.3699186992	0.4077235772	0.0094564105	0.0157712026	0.0098397366	0.0143561444	0.0012398696	0.0071769479	0.0010524199	0.003843988	0.0004856842
0.2173214286	0.1200776225	0.1759009009	0.1964015152	0.2257586546	0.5315315315	0.3069314804	0.244397614	0.1716263231	0.3413978495	0.3919256287	0.4079053486	0.376344086	0.0061275812	0.0107894861	0.0329520329	0.0339818523	0.0013327395	0.0076094856	0.0279989926	0.0283142376	0.02810819	0.028283806	0.0087465931	0.0280784094	0.1538461538	0.0956888495	0.2132575758	0.2300347222	0.6056910569	0.3530945591	0.1846477855	0.581300813	0.6097560976	0.0161010659	0.0206336515	0.0367244334	0.0375247186	0.0020094788	0.0080306506	0.0287530894	0.0289132477	0.0009791442
0.1872311828	0.1270924392	0.2032407407	0.2036324786	0.2396420571	0.6313131313	0.3859003951	0.2625677697	0.1885818987	0.4065656566	0.4309458213	0.4507377178	0.4585858586	0.0135538286	0.0186657059	0.0381124271	0.0426383039	0.0007055105	0.0053737592	0.0296349394	0.0325491551	0.0290709649	0.0318679325	0.0054275258	0.0315117493	0.2068181818	0.1119789907	0.3286324786	0.3302845528	0.7571428571	0.4156949035	0.2572329112	0.7612612613	0.7725225225	0.0430662245	0.0462430459	0.0667068571	0.0707170485	0.0095036243	0.0137330495	0.0397650109	0.0424985265	0.0016709637
0.1474264706	0.1040672554	0.2262152778	0.2645	0.205845958	0.548245614	0.3619103604	0.2217922495	0.187727151	0.3712121212	0.3967993912	0.4119949048	0.3939393939	0.0141679548	0.0167199671	0.0417675804	0.0455357091	0.0019712435	0.0020389517	0.0373054266	0.0378309484	0.0363722432	0.0368550829	7.23704707397949e-05	0.0364827138	0.1458333333	0.0974911399	0.1850308642	0.2255747126	0.5833333333	0.3823680231	0.1768818007	0.4479166667	0.4791666667	0.0135864572	0.0185546333	0.0391810481	0.0437881306	0.0004874759	0.0079697734	0.0343499738	0.0386523983	0.0005632667
0.1322916667	0.0932464799	0.3009803922	0.3225	0.2214563013	0.5595238095	0.3277218108	0.2419164494	0.2337782982	0.4555555556	0.399672963	0.4153977543	0.5055555556	0.0083072288	0.0164369108	0.0432978107	0.0514851625	0.0038415524	0.0140710057	0.0447717742	0.052131913	0.0442247623	0.0511969226	0.0161003882	0.0501510743	0.0859375	0.0455262881	0.3092592593	0.3345238095	0.4047619048	0.220552468	0.229086835	0.390625	0.453125	0.0071316476	0.0140879078	0.0440658296	0.0513924123	0.0037843019	0.0137747024	0.0445619899	0.051181767	0.00462076
0.14375	0.090408229	0.150154321	0.1786723164	0.224833366	0.536163522	0.3142579851	0.242220732	0.1795215968	0.4509803922	0.4168282079	0.4350758534	0.4901960784	0.0203825185	0.0219178685	0.0408625731	0.0425261662	0.0008298053	0.0021760162	0.0250742206	0.0260132411	0.0235127419	0.0244114748	0.0020683729	0.0243350157	0.1118622449	0.0689229508	0.1895833333	0.243494152	0.4428104575	0.2580730494	0.2046151924	0.5516666667	0.5766666667	0.0158293053	0.0173556777	0.04477845	0.0470195534	0.0015837597	0.0031322995	0.0304268157	0.0318636704	0.0008765882
0.1365942029	0.0913987672	0.1675287356	0.1688172043	0.2273888988	0.6033333333	0.3782745458	0.2451189008	0.1936078709	0.4135802469	0.4291219721	0.4484609295	0.4598765432	0.0113047702	0.0167871093	0.0387065089	0.0443254693	0.0008788095	0.0078187434	0.0327256193	0.0371364952	0.0323959602	0.0367058604	0.0086905018	0.0364779529	0.1415865385	0.0947041042	0.1524739583	0.2101715686	0.5982142857	0.3487108078	0.218152371	0.4861111111	0.5216666667	0.0216522585	0.0274808706	0.0502387923	0.0565070142	0.0046882887	0.0119750213	0.0356964269	0.040435352	0.001607146
0.1738636364	0.1154483526	0.1755555556	0.185978836	0.2356334748	0.6447368421	0.4038540748	0.2568767562	0.1763135237	0.5316091954	0.4268218486	0.4453114603	0.5554597701	0.0186154706	0.0209059392	0.0354624986	0.0380156382	0.0013108116	0.001471745	0.0236009902	0.0238759615	0.0227278384	0.0228114903	4.11314804803542e-05	0.0225017994	0.2957386364	0.1756192947	0.296713615	0.3060810811	0.7169117647	0.3898606687	0.2107038331	0.6690821256	0.6823671498	0.044139	0.0498482656	0.0528620602	0.0583186491	0.0078662667	0.0109245118	0.0270547671	0.0289613646	0.0012240724
0.1636363636	0.1116785857	0.2203431373	0.2811403509	0.2250249005	0.6346153846	0.4000039401	0.2460995317	0.2146695281	0.4285714286	0.417053501	0.434859057	0.4523809524	0.0037884087	0.0069643988	0.0415123265	0.045987382	0.0004951223	0.0048466925	0.0431945549	0.0468219572	0.0433397343	0.0468436279	0.0055560208	0.0459109336	0.1522435897	0.0989153874	0.1383333333	0.2099206349	0.5888888889	0.3673249555	0.1962002227	0.4768518519	0.5222222222	0.0037736406	0.0038885906	0.0428802168	0.0439444073	0.0001148184	0.0001375409	0.0420696467	0.042350671	1.5298619407896e-05
0.08625	0.0568783719	0.2047222222	0.262037037	0.1476130545	0.3472222222	0.2234241001	0.1504087833	0.1875909947	0.3141025641	0.2959350159	0.3030017327	0.3525641026	5.53346852271539e-05	0.0013210352	0.0363337179	0.0387062879	2.35144436896867e-05	0.0020601527	0.0428789764	0.044939344	0.0435930921	0.0456306707	0.0023955136	0.0447189268	0.085	0.0539103013	0.2022222222	0.2613425926	0.3472222222	0.2163554411	0.2034566999	0.2884615385	0.3141025641	0.0012799101	0.0066335867	0.0379893225	0.0444308282	0.0020813316	0.0107783545	0.0452462759	0.051214235	0.0025259411
0.1810897436	0.1235643544	0.1536821705	0.1838652482	0.2372316334	0.6117886179	0.3747864326	0.2586779527	0.1811044464	0.4491869919	0.4193194609	0.4382986164	0.4837398374	0.0136107803	0.0145206152	0.0387942571	0.0401019587	0.0016291501	0.0025366439	0.028583387	0.0293858445	0.0262210588	0.0269449971	0.0010757523	0.0268266932	0.2315625	0.1457540119	0.23125	0.2546875	0.6150793651	0.373923137	0.1919433551	0.6051587302	0.626984127	0.0160800821	0.0166510824	0.0420136827	0.0433057281	0.0028551213	0.0033298738	0.0299946227	0.0305410365	0.0002997644
0.10125	0.0652047527	0.1440891473	0.1766493056	0.1770369523	0.4067460317	0.2432626841	0.1862114802	0.1732703458	0.3841463415	0.3440202907	0.3560457612	0.4207317073	0.0087302283	0.0126357353	0.0351933299	0.0388419081	0.0013161183	0.0068173979	0.0265052339	0.0296358886	0.0260454762	0.0291276957	0.0071714405	0.0289961335	0.099695122	0.0615705686	0.1554263566	0.1967687075	0.4069767442	0.2409769242	0.1755055475	0.4410569106	0.4796747967	0.0103468996	0.0132654554	0.0384355111	0.0412581145	0.0004604142	0.0045629679	0.0277831787	0.0301211476	0.0004037783
0.1630208333	0.1078471761	0.2911111111	0.346875	0.2273377956	0.6333333333	0.3925743362	0.2497570918	0.225285138	0.4423076923	0.3906855175	0.4079507402	0.4615384615	0.0017453958	0.0019210464	0.0433093215	0.0433514539	0.0019397887	0.0022231631	0.0494622445	0.049566143	0.0498310973	0.0499606878	0.0025821839	0.0486667797	0.1	0.0599400663	0.3002777778	0.35546875	0.4583333333	0.2645355552	0.22684491	0.4487179487	0.4743589744	0.004602659	0.0046115961	0.0465226372	0.046474453	0.002589026	0.0026116968	0.0520419418	0.0519322545	0.003139094
0.0776785714	0.047126867	0.1510752688	0.2025462963	0.1571142525	0.35	0.2076002278	0.1631213424	0.1868996005	0.3580246914	0.3321362171	0.3434208356	0.4104938272	0.0018814886	0.0028940969	0.0349261139	0.0363829923	0.0005790338	0.0020249381	0.0311709991	0.0322769793	0.0306970164	0.0317571611	0.0023212647	0.0313472903	0.1275735294	0.0755255417	0.1784188034	0.2271825397	0.4537037037	0.2475480586	0.2009181951	0.4842342342	0.5202702703	0.0147040841	0.0175278847	0.0451622838	0.0482120201	0.0043723415	0.0065232613	0.0323107644	0.0341589579	0.0014067648
0.25	0.1810901547	0.5083333333	0.1395833333	0.154553594	0.5	0.3553380004	0.1563874188	0.1585612594	0.5972222222	0.3127215424	0.3206598694	0.625	0.0002008662	0.0002908894	5.18405203306019e-06	5.68533554487217e-05	0.0003033594	0.0004304566	0	5.45272891309376e-05	0	5.26589272430365e-05	0.0004573627	4.95607947972243e-05	0.09375	0.0619315215	0.5018518519	0.1740740741	0.3055555556	0.2016884569	0.1803378129	0.619047619	0.6428571429	0.0004319991	0.0108083763	3.51773688719048e-05	0.0065640659	0.0006198426	0.0124376012	0	0.0052375533	0.0007225538
