1-sdl	2-sdl	3-sdl	4-sdl	5-sdl	6-sdl	7-sdl	8-sdl	9-sdl	10-sdl	11-sdl	12-sdl	13-sdl	14-sdl	15-sdl
39	0	19.99	4.6923075	-111.941	1.1162791	0.7105263	0.027027028	0.21621622	-19.992	-2.404	-2.49	20	64.52	0.79
40	1	40.6	4.1025643	-103.587	1.1875	0.7105263	0.054054055	0.2972973	-16.358	-2.604	-1.776	20	60.61	0.85
4	0	18.46	4.5	-11.8612	1.3333334	0.33333334	0	0	-3.56	-0.229	-0.225	1	25	1
36	1	34.99	4.571429	-91.9053	1.25	0.6764706	0	0.21212122	-15.882	-2.247	-1.389	21	70	0.86
39	2	48.55	3.9230769	-94.2408	1.1290323	0.7368421	0	0.27027026	-16.122	-3.243	-1.306	22	57.89	0.97
37	1	37.44	3.9729729	-98.1135	1.2307693	0.6111111	0	0.4	-14.258	-2.736	-1.267	21	61.76	0.92
15	0	35.6	4.5333333	-41.851	1.0769231	0.78571427	0	0.30769232	-6.616	-1.128	-0.548	9	64.29	0.93
4	2	9.2	5	-17.9949	1	0	0	0	-3.375	-0.188	-0.166	3	75	1
29	0	26.3	4.862069	-84.4536	1.2068965	0.71428573	0.037037037	0.2962963	-15.936	-1.399	-1.621	17	70.83	0.83
38	2	30.42	3.868421	-103.958	1.1578947	0.7027027	0.055555556	0.19444445	-18.242	-1.37	-1.596	22	64.71	0.89
50	1	40.75	4.76	-145.424	1.4210526	0.6530612	0.041666668	0.22916667	-22.738	-4.126	-2.548	32	74.42	0.86
25	0	29.93	4.48	-66.7204	1.1538461	0.8333333	0.13043478	0.3043478	-11.235	-1.229	-1.343	14	70	0.8
4	1	19.8	3.5	-11.6232	1.3333334	0.33333334	0	0	-3.291	-0.344	-0.213	0	0	1
31	0	44.82	4.677419	-89.2824	1.1935484	0.6333333	0.06896552	0.20689656	-14.575	-2.104	-1.628	20	76.92	0.84
33	0	26.76	5.242424	-94.1281	1.3571428	0.71875	0	0.3548387	-16.895	-1.468	-1.274	22	73.33	0.91
26	2	43.58	4.730769	-78.935	1.2380953	0.52	0	0.20833333	-11.958	-1.727	-1.25	19	79.17	0.92
17	1	22.03	3.7058823	-55.7559	1.1875	0.5	0	0.13333334	-9.225	-0.766	-0.722	9	56.25	0.94
7	0	7.09	4	-37.4146	1	0	0	0	-6.114	-0.782	-0.831	4	57.14	1
19	0	60.73	4.5789475	-60.3214	1.1578947	0.6666667	0	0.1764706	-9.944	-1.17	-1.155	15	78.95	1
24	1	32.87	3.88	-68.7594	1.3478261	0.6666667	0.04347826	0.17391305	-10.427	-1.881	-1.804	21	87.5	0.96
29	0	47.26	4.206897	-61.5331	1.1153846	0.8214286	0.11111111	0.37037036	-11.869	-1.464	-1.337	21	75	0.97
14	0	57.79	4.285714	-28.6741	1.0625	0.9230769	0	0.5	-5.529	-1.408	-1.446	8	57.14	1
23	0	36.44	4.2173915	-58.9543	1.1875	0.77272725	0	0.42857143	-9.605	-1.663	-0.768	15	71.43	0.91
42	0	42.94	4	-108.303	1.2580645	0.7804878	0.125	0.375	-15.863	-3.543	-1.589	31	77.5	0.95
24	3	46.75	4.75	-65.5029	1.0833334	0.7826087	0	0.5	-11.186	-1.234	-0.853	19	82.61	0.96
34	0	60.13	4.382353	-75.4389	1.1724138	0.90909094	0.09375	0.375	-11.469	-1.731	-1.025	23	69.7	0.97
22	0	60.25	4.1363635	-57.8302	1.1428572	0.7619048	0.1	0.25	-9.489	-1.01	-0.882	18	81.82	1
24	0	48.55	4.1666665	-66.1651	1.0416666	0.73913044	0.09090909	0.13636364	-10.572	-1.792	-1.257	18	75	1
51	0	56.86	4.54902	-107.316	1.2727273	0.88	0.06122449	0.3877551	-17.89	-3.558	-2.738	27	58.7	0.9
19	0	66.48	5.0526314	-49.171	1.1578947	0.6666667	0	0.23529412	-9.464	-0.814	-0.684	13	72.22	0.95
6	0	13.42	5	-30.365	1.2	0	0	0	-5.052	-0.286	-0.209	1	16.67	1
27	0	87.8	4.148148	-54.1784	1.1153846	0.88461536	0	0.6	-8.674	-1.036	-1.113	19	73.08	0.96
20	0	58.96	4.7	-47.6254	1.2352941	0.6315789	0.055555556	0.33333334	-9.131	-0.518	-0.602	14	70	1
11	0	52.51	5.090909	-27.0961	1.0833334	0.7	0	0.5555556	-5.028	-0.645	-0.502	7	63.64	1
9	0	24.69	5.888889	-22.3909	1	0.875	0	0.14285715	-4.879	-0.468	-0.411	4	50	0.89
30	0	60.17	5.4	-67.0512	1.1	0.7241379	0.10714286	0.2857143	-11.321	-1.326	-1.45	17	58.62	0.97
20	0	62.55	4.4	-44.6642	1.05	0.7894737	0.055555556	0.44444445	-8.514	-0.838	-0.506	12	66.67	0.9
45	2	44.96	4.3777776	-105.041	1.4324324	0.77272725	0.069767445	0.37209302	-16.698	-1.738	-1.661	33	82.5	0.89
20	0	50.78	4.55	-45.0751	1.1578947	0.8947368	0.11111111	0.5	-7.805	-0.738	-0.748	14	73.68	0.95
4	0	14.19	4.25	-22.1204	1	0	0	0	-2.957	-0.182	-0.217	1	25	1
35	2	47.49	4.885714	-87.4219	1.1875	0.6764706	0.060606062	0.3030303	-16.625	-2.238	-1.564	20	68.97	0.83
16	0	25.63	3.25	-40.4363	1.0769231	0.73333335	0.071428575	0.35714287	-5.359	-1.641	-0.751	7	50	0.88
27	0	43.5	3.7037036	-88.7483	1.08	0.5769231	0.04	0.08	-14.089	-1.708	-1.512	16	59.26	1
28	0	51.54	4.107143	-78.4823	1.2	0.7407407	0.07692308	0.15384616	-14.285	-1.456	-1.243	20	71.43	1
28	0	56.37	5.178571	-73.7571	1.1071428	0.6296296	0.03846154	0.1923077	-13.092	-1.096	-1.004	19	67.86	1
15	0	65.04	4.733333	-45.3655	1	0.64285713	0	0.23076923	-8.256	-0.812	-0.753	9	69.23	0.87
48	0	54.32	5.1666665	-111.143	1.2051282	0.85106385	0.08695652	0.45652175	-20.524	-2.627	-2.291	32	69.57	0.96
20	0	36.71	4.7	-43.5336	1	0.7894737	0	0.44444445	-7.597	-0.917	-0.768	16	80	1
7	0	3.43	3.857143	-33.7804	1	0.33333334	0	0.2	-6.001	-0.779	-0.467	4	57.14	1
21	1	49.34	4.2380953	-67.8653	1.15	0.6	0	0.15789473	-10.625	-1.188	-0.656	11	64.71	0.81
20	2	7.27	4.75	-81.8494	1.0476191	0.2631579	0	0	-13.645	-1.175	-1.052	11	61.11	0.9
24	1	7.25	3.5217392	-74.438	1.2105263	0.45454547	0	0.23809524	-13.386	-1.613	-1.174	13	56.52	1
25	1	16.75	4.28	-70.3062	1	0.5416667	0	0.26086956	-14.262	-1.356	-1.137	14	58.33	0.96
14	1	42.46	4	-50.146	1.0625	0.53846157	0	0.083333336	-7.596	-1.428	-0.806	8	66.67	0.86
23	1	46.03	3.4782608	-70.4089	1.1	0.6363636	0.04761905	0.23809524	-10.95	-1.348	-0.656	16	72.73	0.96
15	0	25.42	4.4	-52.1128	1	0.5	0.15384616	0.07692308	-8.284	-1.162	-0.875	12	80	1
14	0	2.62	3.9285715	-37.6219	1.3333334	0.53846157	0	0.16666667	-6.342	-1.558	-1.142	5	41.67	0.86
4	0	100	3.5	-14.9353	1	0.6666667	0	0.5	-2.634	-0.137	-0.104	1	25	1
5	0	9.64	3.4	-24.5564	1	0	0	0	-2.789	-0.133	-0.246	2	50	0.8
8	0	78.53	5.125	-24.9615	1.1111112	0.5714286	0	0	-4.548	-0.233	-0.3	4	66.67	0.75
63	2	49.61	4.671875	-168.142	1.3541666	0.5873016	0.016129032	0.2580645	-32.433	-3.102	-1.935	45	75	0.94
60	0	48.66	3.7903225	-156.015	1.1886792	0.60655737	0.016666668	0.33333334	-27.362	-3.339	-2.208	34	57.63	0.95
13	1	21.42	3.9285715	-29.9068	1	0.46153846	0	0.33333334	-6.959	-1.023	-0.442	7	58.33	0.86
33	0	77.78	4.151515	-66.2663	1.2	0.9375	0.032258064	0.6451613	-12.775	-0.838	-0.748	24	82.76	0.88
31	1	38.08	4	-93.1463	1.1724138	0.53333336	0	0.13793103	-16.256	-3.019	-1.248	17	65.38	0.84
20	0	46.06	4.95	-45.0938	1	0.68421054	0	0.3888889	-8.366	-1.346	-0.691	13	68.42	0.95
17	0	79.33	3.0588236	-47.755	1.1538461	0.5625	0.13333334	0	-9.18	-0.448	-0.401	10	58.82	1
11	0	62.81	4.818182	-34.7861	1.1538461	0.5	0	0	-5.603	-0.952	-0.527	6	66.67	0.82
11	0	25.88	3.3636363	-32.6484	1	0.6	0	0.22222222	-5.771	-0.33	-0.342	4	50	0.73
19	0	47.22	3.9473684	-46.9396	1.0555556	0.7777778	0.23529412	0.1764706	-7.763	-0.97	-0.704	12	66.67	0.95
27	1	40.22	4.3333335	-65.696	1.3043479	0.6923077	0.08	0.32	-10.508	-1.564	-1.02	18	75	0.89
37	0	55.36	4.6486487	-108.276	1.1612903	0.6388889	0.057142857	0.25714287	-17.732	-1.352	-1.167	28	77.78	0.97
28	0	58.7	3.857143	-54.289	1.0909091	0.8518519	0.07692308	0.53846157	-9.838	-1.348	-0.539	20	76.92	0.93
14	0	11.46	4.571429	-30.8523	1.0833334	0.9230769	0	0.5833333	-5.744	-0.781	-0.479	9	75	0.86
42	2	48.56	4.9302325	-128.387	1.1219512	0.42857143	0.024390243	0.19512194	-24.152	-1.879	-1.556	22	57.89	0.88
13	1	11.6	5.076923	-35.017	1	0.5	0	0	-8.031	-0.463	-0.514	6	54.55	0.85
23	0	62.73	5.173913	-78.181	1	0.5	0.04761905	0.04761905	-14.179	-1.215	-1.12	11	55	0.87
30	1	48.46	5.1	-72.9288	1.1428572	0.5862069	0.071428575	0.21428572	-14.885	-1.543	-0.895	16	57.14	0.93
18	0	16.26	3.9444444	-55.0102	1.0588236	0.64705884	0	0.25	-8.809	-1.173	-0.661	11	64.71	0.94
24	0	48.71	3.0416667	-65.3823	1.0833334	0.73913044	0.09090909	0.45454547	-9.744	-0.995	-0.955	13	56.52	0.96
16	0	57.19	4.9375	-35.282	1.125	0.73333335	0	0.42857143	-7.965	-0.342	-0.4	9	64.29	0.88
21	0	40.85	4.1904764	-61.8178	1.0952381	0.65	0.05263158	0	-11.488	-0.991	-0.738	12	66.67	0.86
29	2	62.56	3.5172415	-88.2015	1.2173913	0.4642857	0.14814815	0.14814815	-15.266	-1.047	-0.888	21	80.77	0.9
30	1	66.54	4.766667	-88.1226	1.1851852	0.6896552	0.035714287	0.14285715	-14.936	-2.121	-1.311	18	69.23	0.87
31	3	19.13	3.90625	-90.1693	1.0357143	0.5483871	0	0.33333334	-14.938	-2.701	-1.162	16	61.54	0.81
25	1	40.71	4.16	-85.6774	1.25	0.5	0.04347826	0.08695652	-14.427	-1.254	-1.171	16	72.73	0.88
17	0	31.51	3.8125	-54.0255	1.0555556	0.46666667	0	0.14285715	-10.308	-0.823	-0.909	6	50	0.75
28	2	59.18	4.285714	-71.6698	1.2307693	0.7407407	0	0.5	-12.194	-1.191	-0.81	17	73.91	0.82
40	2	49.38	4.8	-119.389	1.2058823	0.53846157	0.078947365	0.21052632	-21.773	-2.302	-1.246	22	59.46	0.93
21	0	39.65	4.285714	-61.4177	1.1666666	0.65	0.10526316	0.2631579	-10.238	-1.631	-0.944	14	70	0.95
46	1	47.34	3.6956522	-124.275	1.2571429	0.7111111	0.06818182	0.29545453	-21.365	-2.491	-1.495	27	60	0.98
8	0	66.3	4.375	-17.1624	1	1	0	0.5	-3.406	-0.225	-0.17	3	42.86	0.88
15	1	23.4	5.9333334	-41.4086	1.1333333	0.5	0	0.46153846	-7.91	-1.035	-0.444	9	69.23	0.87
8	0	56.45	2.875	-14.7937	1	1	0.16666667	0.5	-2.566	-0.535	-0.169	4	50	1
26	3	43.29	4.296296	-68.689	1.1363636	0.53846157	0	0.28	-11.3	-1.463	-0.874	13	50	0.96
13	0	17.29	4.923077	-59.9813	1.125	0.25	0	0	-9.224	-1.72	-1.052	7	63.64	0.85
29	1	34.13	4.448276	-98.7186	1.0344827	0.53571427	0	0.22222222	-18.772	-1.879	-1.412	21	80.77	0.9
32	2	32.69	4.40625	-99.3428	1.1071428	0.48387095	0.033333335	0.13333334	-16.582	-2.884	-1.546	19	63.33	0.94
33	0	45.06	4.090909	-99.9624	1.1612903	0.6875	0	0.19354838	-16.198	-1.987	-1.321	20	64.52	0.94
10	1	14.26	5.1	-46.7495	1.0909091	0.11111111	0	0	-9.139	-0.949	-0.287	5	55.56	0.9
25	0	46.73	3.64	-61.585	1.0952381	0.7083333	0.08695652	0.4347826	-10.721	-0.978	-1.239	17	68	1
24	0	43.91	3	-51.7328	1.1	0.8695652	0.045454547	0.5	-8.378	-2.194	-0.889	12	54.55	0.92
42	1	31.08	4.1904764	-98.3986	1.1621622	0.73170733	0.025	0.45	-17.588	-1.635	-1.417	31	77.5	0.95
22	1	47.64	4.5	-60.715	1.173913	0.5714286	0.05	0.25	-10.66	-1.397	-1.029	13	68.42	0.86
21	0	27.84	4.4761906	-64.3896	1.1818181	0.6	0.10526316	0.31578946	-10.555	-1.227	-1.284	10	62.5	0.76
27	2	52.76	3.925926	-74.9553	1.2083334	0.5769231	0.12	0.12	-13.825	-1.176	-0.774	19	73.08	0.96
24	1	45.06	4	-61.7784	1.0434783	0.5652174	0.045454547	0.22727273	-11.508	-1.624	-0.893	12	54.55	0.92
14	0	46.81	3.5714285	-38.0728	1	0.84615386	0	0.25	-6.324	-1.149	-0.48	7	53.85	0.93
18	1	15.98	4.888889	-73.5466	1.125	0.23529412	0.0625	0	-11.868	-1.98	-0.929	15	83.33	1
32	1	51.28	4.09375	-92.8448	1.3461539	0.61290324	0.033333335	0.43333334	-16.726	-3.162	-2.099	19	63.33	0.94
21	1	5.25	4.714286	-83.6642	1.0526316	0.35	0.05263158	0	-13.557	-1.724	-1.126	17	80.95	1
22	0	44.64	4.409091	-54.4658	1.1428572	0.6666667	0	0.3	-11.293	-0.721	-0.876	17	80.95	0.95
23	1	21.9	4.9565215	-82.9401	1.2272727	0.36363637	0	0.14285715	-14.66	-1.5	-1.707	15	71.43	0.91
19	0	20.95	4.4210525	-64.5308	1.2105263	0.5	0	0.29411766	-12.126	-1.285	-1.215	12	70.59	0.89
33	1	22.18	4.5757575	-116.157	1.0882353	0.40625	0	0.19354838	-21.667	-2.226	-1.798	18	58.06	0.94
21	2	36.74	3.857143	-61.6576	1.1111112	0.55	0	0.21052632	-10.032	-1.79	-0.776	13	61.9	1
26	6	25	4.3461537	-69.9402	1.1111112	0.28	0	0.125	-17.545	-1.558	-1.099	16	66.67	0.92
20	0	21.29	3.2631578	-47.7434	1.0625	0.7222222	0.1764706	0.1764706	-9.297	-1.479	-0.605	11	61.11	0.95
15	0	9.45	2.9333334	-39.9103	1.0714285	0.5714286	0.15384616	0.07692308	-6.216	-1.495	-0.848	7	50	0.93
7	0	2.55	6.857143	-32.9976	1	0.16666667	0	0	-5.585	-0.812	-0.549	4	66.67	0.86
26	1	51.26	5.769231	-76.5176	1.1071428	0.44	0.041666668	0.16666667	-12.834	-2.065	-1.841	17	70.83	0.92
20	1	53.91	4.428571	-49.5629	1.2105263	0.7	0	0.31578946	-8.793	-0.673	-0.453	13	61.9	1
20	0	73.91	4.85	-45.6649	1.1764706	0.84210527	0.055555556	0.33333334	-6.928	-1.735	-1.373	13	65	1
22	1	18.81	4.347826	-76.128	1.1666666	0.5	0.04761905	0.14285715	-12.36	-1.293	-0.778	13	65	0.87
23	0	54.95	4.9130435	-59.0946	1.05	0.72727275	0	0.2857143	-10.98	-1.01	-0.923	12	57.14	0.91
11	0	8.54	5.5454545	-37.2087	1	0.6	0	0.11111111	-5.815	-0.516	-0.517	7	63.64	1
32	2	33.97	4.78125	-92.4849	1.09375	0.6451613	0.13333334	0.13333334	-17.416	-1.523	-1.44	23	76.67	0.94
19	0	46.75	5.2105265	-48.6105	1.1875	0.7222222	0.11764706	0.3529412	-7.747	-1.606	-0.842	12	70.59	0.89
41	0	47.09	5	-106.405	1.125	0.75	0.051282052	0.3846154	-18.938	-1.517	-1.421	25	65.79	0.93
15	0	18.88	4	-36.0227	1.2	0.71428573	0.07692308	0.46153846	-6.482	-1.255	-0.853	6	46.15	0.87
32	0	49.03	5.09375	-76.7866	1.125	0.7419355	0.06666667	0.36666667	-12.138	-2.158	-1.014	22	78.57	0.88
32	2	32.21	4.125	-80.0773	1.1481482	0.7096774	0.033333335	0.4	-14.203	-1.275	-0.841	23	76.67	0.94
37	2	32.68	4.3783784	-90.862	1.2121212	0.7222222	0	0.34285715	-17.06	-2.164	-1.507	20	60.61	0.89
9	0	78.84	4.5555553	-19.0124	1	0.875	0.14285715	0.42857143	-3.663	-0.429	-0.241	8	88.89	1
22	0	69.75	4.6363635	-55.1168	1.1904762	0.71428573	0.05	0.3	-9.701	-1.094	-0.923	14	73.68	0.86
16	0	69.86	3.8125	-36.6612	1.0625	0.73333335	0.071428575	0.5714286	-6.832	-1.079	-0.574	8	57.14	0.88
8	0	3.14	4.125	-19.8379	1	0.85714287	0	0.16666667	-3.618	-0.356	-0.413	4	57.14	0.88
10	0	36.56	3.7	-23.2315	1	0.8888889	0.125	0.375	-4.206	-0.207	-0.238	8	80	1
36	1	38.34	4.1944447	-99.3669	1.483871	0.6571429	0.029411765	0.23529412	-18.086	-2.463	-1.939	24	80	0.83
12	1	43.51	4.6666665	-22.1503	1	0.90909094	0.1	0.6	-4.142	-0.652	-0.353	7	63.64	0.92
8	0	61.62	4.625	-16.1741	1	0.71428573	0	0.33333334	-3.683	-0.188	-0.393	7	87.5	1
81	3	59.81	4.185185	-220.159	1.3442622	0.6375	0.025316456	0.2658228	-37.335	-4.378	-2.578	52	68.42	0.94
16	1	70.14	4.1875	-31.0075	1	0.8	0.071428575	0.35714287	-6.781	-0.396	-0.468	13	86.67	0.94
35	0	66.78	4.742857	-77.2118	1.1212121	0.85294116	0.030303031	0.45454547	-13.979	-1.672	-0.983	23	76.67	0.86
36	1	43.82	4.3055553	-85.2019	1.1875	0.74285716	0.029411765	0.2647059	-15.536	-1.613	-1.448	19	55.88	0.94
40	1	35.91	4.85	-107.267	1.2631578	0.5641026	0.05263158	0.21052632	-19.474	-1.736	-2.011	25	67.57	0.93
31	2	52.12	4.290323	-72.8883	1.1111112	0.6666667	0.10344828	0.3448276	-12.829	-1.933	-1.043	21	75	0.9
8	0	2.93	4.25	-19.7325	1	0.71428573	0	0.33333334	-3.968	-0.71	-0.433	5	62.5	1
26	0	45.86	4.1538463	-59.8871	1.0909091	0.88	0.125	0.625	-8.465	-1.304	-0.579	17	80.95	0.81
40	1	41.71	4.8	-99.027	1.3333334	0.82051283	0.05263158	0.36842105	-18.882	-1.912	-1.56	29	80.56	0.9
28	1	59.97	3.6551723	-68.5222	1.16	0.64285713	0.037037037	0.33333334	-14.001	-1.457	-0.876	19	67.86	0.97
29	2	42.55	4.448276	-75.4415	1.1538461	0.6785714	0.037037037	0.4074074	-13.911	-2.307	-1.56	17	60.71	0.97
25	0	29.97	5.12	-64.5799	1.1818181	0.75	0	0.39130434	-10.303	-2.276	-1.205	12	54.55	0.88
43	2	29.71	5.047619	-118.88	1.2142857	0.6097561	0.025	0.125	-22.922	-3.208	-1.64	25	69.44	0.86
30	1	61.49	4.3333335	-70.9789	1.037037	0.7241379	0.10714286	0.25	-14.195	-1.896	-1.064	20	68.97	0.97
13	0	33.22	3.4615386	-25.3918	1	0.8333333	0	0.6363636	-5.095	-0.829	-0.5	8	72.73	0.85
12	0	46.24	4.6666665	-35.9804	1.1666666	0.72727275	0.1	0.2	-7.052	-0.394	-0.45	8	66.67	1
29	1	32.25	5.206897	-89.0781	1.137931	0.53571427	0.037037037	0.18518518	-14.146	-2.788	-1.497	20	83.33	0.83
21	0	45.44	4.4761906	-72.4341	1.0416666	0.5	0	0.21052632	-11.424	-1.205	-1.011	13	72.22	0.86
24	0	51.57	5.0833335	-78.6964	1.1818181	0.6086956	0	0.13636364	-12.249	-1.938	-1.335	16	76.19	0.88
49	0	26.48	4.0416665	-146.439	1.3513514	0.4893617	0.02173913	0.13043478	-24.488	-2.51	-1.852	28	59.57	0.98
51	2	28.18	4.980392	-143.658	1.1956521	0.72	0.12244898	0.2244898	-23.202	-3.549	-1.929	27	56.25	0.94
42	0	53.44	3.5	-82.8522	1.2647059	0.9268293	0	0.65	-13.652	-2.691	-1.726	25	65.79	0.9
22	0	29.27	2.9545455	-27.607	1.2666667	0.95238096	0.05	0.85	-5.984	-0.904	-0.588	11	52.38	0.95
37	1	26.92	4.3783784	-115.677	1.2580645	0.5555556	0.028571429	0.25714287	-18.948	-3.209	-2.183	25	69.44	0.97
10	0	29.56	5.9	-26.0987	1	0.44444445	0	0	-5.49	-0.508	-0.527	6	75	0.8
42	1	24.43	4.8333335	-133.876	1.1621622	0.5121951	0.025	0.25	-20.366	-3.528	-2.348	22	57.89	0.9
27	0	40.85	3.851852	-83.3298	1.2173913	0.7307692	0.04	0.2	-13.437	-2.546	-1.515	17	65.38	0.96
18	0	30.02	5.611111	-54.4322	1.2	0.64705884	0.0625	0.125	-9.073	-1.641	-1.015	11	73.33	0.83
24	0	82.47	4.4166665	-70.3067	1.0952381	0.65217394	0	0.22727273	-11.607	-1.639	-0.561	11	50	0.92
36	0	32.87	4.5833335	-77.004	1.1612903	0.8857143	0.05882353	0.44117647	-13.921	-2.335	-1.896	21	60	0.97
24	0	22.41	3.8333333	-63.6504	1.1363636	0.6956522	0	0.3181818	-10.693	-1.772	-0.96	15	68.18	0.92
21	0	69.93	4.5238094	-36.1136	1.0476191	1	0.05263158	0.68421054	-6.882	-0.7	-0.593	14	70	0.95
23	0	52.9	3.7391305	-39.2068	1.05	0.90909094	0	0.5714286	-6.876	-1.253	-0.489	14	60.87	1
6	0	6.79	5.3333335	-33.8266	1	0	0	0	-5.587	-0.565	-0.447	3	60	0.83
21	0	30.31	4.3333335	-60.5969	1	0.6	0	0.2631579	-11.597	-1.521	-0.836	13	68.42	0.9
46	0	48.76	4.6222224	-124.711	1.1219512	0.54545456	0.069767445	0.27906978	-17.267	-3.704	-1.595	30	83.33	0.8
31	0	39.76	5.7419353	-97.1421	1.1612903	0.46666667	0.03448276	0.10344828	-15.188	-1.772	-1.563	19	67.86	0.9
43	0	57.22	3.627907	-145.468	1.1315789	0.47619048	0	0.2195122	-22.909	-2.944	-1.671	28	68.29	0.95
16	0	53.88	4.0625	-49.953	1	0.6	0	0.14285715	-7.517	-0.911	-0.395	13	81.25	1
23	1	48.99	5.173913	-86.2045	1.1904762	0.3181818	0	0.14285715	-14.7	-1.385	-0.981	17	77.27	0.96
13	0	100	4.230769	-35.3651	1.0833334	0.6666667	0	0.18181819	-4.657	-1.515	-0.517	8	66.67	0.92
32	1	48.31	3.65625	-93.4225	1.137931	0.4516129	0	0.16666667	-16.272	-1.586	-1.229	19	63.33	0.94
23	0	61.13	4.869565	-61.8064	1.0434783	0.6818182	0	0.1904762	-9.884	-1.685	-0.98	18	81.82	0.96
39	3	53.58	4.948718	-140.311	1.1190476	0.36842105	0.027027028	0.10810811	-25.163	-2.549	-1.944	23	69.7	0.85
48	0	44.99	4.6041665	-144.677	1.2619047	0.65957445	0.06521739	0.2173913	-23.449	-3.6	-2.13	34	77.27	0.92
43	1	30.31	3.5714285	-141.749	1.0769231	0.4390244	0.025	0.2	-23.083	-3.461	-2.17	27	65.85	0.98
16	0	3.92	3.4375	-38.9769	1.0769231	0.8666667	0	0.64285713	-7.56	-0.417	-0.682	10	66.67	0.94
23	0	74.46	3.7391305	-63.1963	1.1363636	0.72727275	0.04761905	0.23809524	-11.426	-1.754	-1.186	11	55	0.87
21	1	28.82	4.428571	-46.8606	1.1052631	0.75	0	0.57894737	-11.11	-0.835	-0.761	13	68.42	0.9
44	3	26.92	5.0227275	-133.255	1.1190476	0.4651163	0	0.16666667	-24.653	-3.247	-1.931	21	52.5	0.91
25	1	23.76	4.2	-57.583	1.08	0.75	0.04347826	0.3043478	-11.39	-2.181	-1.115	14	66.67	0.84
34	1	50.09	4.5	-99.2271	1.1785715	0.45454547	0	0.15625	-18.227	-3.189	-1.316	24	77.42	0.91
21	0	28.26	5.3333335	-63.5877	1.0454545	0.65	0	0.2631579	-12.175	-1.137	-0.729	15	78.95	0.9
14	0	10.41	5.5	-41.9964	1	0.6923077	0	0.083333336	-7.423	-1.356	-0.853	7	58.33	0.86
27	0	38.37	3.7037036	-66.4845	1.0869565	0.7307692	0.08	0.36	-8.436	-3.434	-1.41	16	76.19	0.78
14	0	45.91	3.7857144	-29.7052	1	0.9230769	0.083333336	0.5	-6.139	-0.768	-0.728	6	50	0.86
30	0	29.01	4.866667	-61.5206	1.1111112	0.82758623	0.035714287	0.42857143	-10.069	-1.3	-1.116	15	53.57	0.93
46	2	53.31	4.695652	-129.158	1.2222222	0.64444447	0.06818182	0.20454545	-21.19	-2.671	-1.779	32	72.73	0.96
54	1	44.33	3.5185184	-135.988	1.3589743	0.754717	0.03846154	0.34615386	-21.072	-4.005	-1.835	36	69.23	0.96
23	3	31.32	4.2173915	-86.1325	1.125	0.36363637	0	0.0952381	-13.935	-2.115	-1.031	20	95.24	0.91
26	2	44.25	4.076923	-68.7036	1.1363636	0.6	0.041666668	0.16666667	-12.837	-2.316	-1.123	18	78.26	0.88
31	2	20.82	4.032258	-94.9329	1.1923077	0.6333333	0.03448276	0.20689656	-16.207	-2.768	-1.404	15	51.72	0.94
22	1	23	3.8636363	-69.3712	1.1764706	0.47619048	0.05	0.1	-11.324	-3	-1.525	11	55	0.91
39	0	6.59	4.3846154	-117.098	1.0857143	0.5263158	0.10810811	0.10810811	-18.463	-3.201	-2.057	26	68.42	0.97
5	0	100	3.8	-10.5481	1	1	0	0.33333334	-1.798	-0.052	-0.099	4	80	1
48	1	49.7	4.8297873	-117.339	1.1395348	0.7173913	0	0.35555556	-20.735	-2.965	-1.833	33	76.74	0.91
45	0	50.42	4.8	-117.315	1.2631578	0.65909094	0.046511628	0.30232558	-19.387	-3.378	-1.801	20	50	0.89
30	1	49.13	4.633333	-66.7411	1.0333333	0.8965517	0.035714287	0.42857143	-12.158	-1.992	-1.249	21	75	0.93
21	1	41.07	4.428571	-58.7631	1.1052631	0.65	0	0.21052632	-10.876	-2.031	-0.976	9	52.94	0.81
23	0	20.57	5	-58.1036	1	0.6818182	0	0.2857143	-10.313	-2.017	-0.799	14	66.67	0.91
32	1	44.45	4.8125	-87.2761	1.117647	0.61290324	0	0.23333333	-16.495	-1.664	-1.404	18	62.07	0.91
63	1	36.77	4.285714	-150.566	1.1956521	0.7580645	0.08196721	0.39344263	-23.902	-5.416	-2.063	43	72.88	0.94
14	1	45.05	4.642857	-43.0665	1	0.3846154	0	0.083333336	-8.22	-1.018	-0.568	10	71.43	1
42	1	56.45	4.2619047	-108.721	1.1621622	0.6585366	0.05	0.175	-21.727	-2.148	-1.484	24	66.67	0.86
31	0	64.12	4.290323	-66.8014	1.25	0.8333333	0	0.3448276	-9.914	-3.242	-1.285	16	61.54	0.84
10	0	6.5	5.3	-43.4975	1	0.33333334	0	0	-6.891	-0.84	-0.712	4	44.44	0.9
29	0	51.14	6	-86.1454	1.09375	0.5714286	0.037037037	0.18518518	-14.377	-1.267	-1.119	15	60	0.86
43	1	57.72	4.4883723	-113.037	1.1707317	0.7380952	0.024390243	0.34146342	-18.536	-2.764	-1.978	29	70.73	0.95
15	0	36.54	4.6	-44.599	1	0.71428573	0	0.30769232	-8.235	-0.849	-0.763	11	84.62	0.87
16	0	66.61	4.875	-42.7106	1	0.8	0	0.2857143	-7.004	-0.558	-0.522	10	66.67	0.94
9	0	100	3.5555556	-23.5779	1	0.75	0	0.2857143	-3.655	-0.53	-0.397	5	55.56	1
