1-loria	2-loria	3-loria	4-loria	5-loria	6-loria	7-loria	8-loria	9-loria	10-loria	11-loria	12-loria	13-loria	14-loria	15-loria	16-loria	17-loria	18-loria	19-loria	20-loria	21-loria	22-loria	23-loria	24-loria	25-loria	26-loria	27-loria	28-loria	29-loria	30-loria	31-loria	32-loria	33-loria	34-loria	35-loria	36-loria	37-loria	38-loria	39-loria	40-loria	41-loria	42-loria	43-loria	44-loria	45-loria	46-loria	47-loria	48-loria	49-loria
0.723684	0.512947	0.500316	0.511368	0.374842	0.713158	0.486579	0.488158	0.500789	0.359526	0.234211	0.0491053	0.0233158	0.0180526	0.00886842	0.286842	0.0332632	0.0301053	0.0435263	0.0181053	3.571126e-03	0.00297037	5.30412e-08	4.16826e-08	6.78518e-08	0.000226499	0	0	0	1.238389e-01	1.316786e-01	0.00385569	9.2197e-08	9.59796e-08	1.9855e-07	0	0	0	0	4.111460e-03	31	36	1.1612903226	1	1	1	0.027778	1	0.032258
0.8	0.668952	0.668952	0.668952	0.568762	0.714286	0.524952	0.494476	0.484952	0.382857	0.257143	0.109238	0.0625714	0.034	0.0200952	0.285714	0.0571429	0.0371429	0.0571429	0.016	4.415071e-03	0.00305855	1.03127e-07	4.14313e-08	3.65546e-08	0.000416879	1.75707e-10	1.20683e-10	2.01888e-10	4.669654e-02	9.205554e-02	0.0120897	2.74658e-06	2.16441e-06	2.79085e-06	0	0	0	0	6.884538e-03	17	19	1.1176470588	1	1	1	0.052632	0	0
0.84	0.695822	0.695822	0.695822	0.619378	0.777778	0.569956	0.555733	0.546844	0.450489	0.253333	0.0511111	0.0293333	0.0248889	0.0149111	0.297778	0.04	0.0351111	0.0431111	0.0198	6.485636e-03	0.00327705	6.09308e-08	4.26569e-08	4.42702e-08	0.000205669	0	0	0	2.353545e-01	1.889452e-01	0.00662661	4.25305e-07	3.36847e-07	3.83399e-07	0	0	0	0	7.791267e-03	37	43	1.1621621622	1	1	1	0.023256	1	0.027027
0.640741	0.353481	0.368296	0.392	0.267556	0.57037	0.282259	0.284481	0.30337	0.163148	0.196296	0.0463704	0.0100741	0.0137778	0.00362963	0.248148	0.0236667	0.0229259	0.0436667	0.014	2.053543e-03	0.00046372	2.39562e-10	2.02012e-10	3.47889e-10	0.000167922	9.28418e-12	1.11008e-11	1.64686e-11	1.408196e-02	2.010372e-01	0.000769534	5.24961e-10	8.224e-10	1.98991e-09	0	0	0	0	3.235053e-03	23	25	1.0869565217	1	1	1	0.04	0	0
0.655556	0.463556	0.412444	0.379111	0.264889	0.616667	0.396889	0.362444	0.360222	0.220444	0.227778	0.0892222	0.0386667	0.0331111	0.0102778	0.25	0.0364444	0.0297778	0.0581111	0.0145	5.797746e-03	0.000922073	4.69016e-09	1.31726e-09	2.19373e-09	0.000342597	2.36294e-10	1.34092e-10	4.80425e-10	1.571081e-02	1.208218e-01	0.00220457	2.51431e-08	1.63095e-08	4.03087e-08	0	0	0	0	8.075300e-03	14	16	1.1428571429	1	1	1	0.0625	0	0
0.791176	0.600824	0.612588	0.636706	0.522824	0.717647	0.484882	0.483706	0.489588	0.361941	0.188235	0.0377353	0.00891176	0.0118529	0.00326471	0.25	0.0225588	0.0219706	0.0378529	0.0134118	5.036755e-03	0.00154494	7.81632e-09	8.22319e-09	1.32056e-08	0.000298469	0	0	0	7.653144e-02	1.093368e-01	0.00366756	7.13041e-08	8.9301e-08	1.81202e-07	0	0	0	0	4.551917e-03	30	32	1.0666666667	1	1	0	0	1	0.033333
0.783871	0.631613	0.638065	0.658065	0.53071	0.73871	0.538581	0.543742	0.560516	0.414452	0.187097	0.0408065	0.00919355	0.0124194	0.0033871	0.248387	0.0225484	0.0219032	0.0399677	0.0136452	3.959131e-03	0.00243728	3.62231e-08	2.99411e-08	6.77131e-08	0.000487393	2.06881e-10	2.38667e-10	3.31614e-10	3.327981e-02	3.292857e-02	0.00535646	2.60691e-07	3.08168e-07	7.24041e-07	0	0	0	0	3.964102e-03	28	29	1.0357142857	1	1	0	0	2	0.071429
0.565517	0.273724	0.273724	0.302	0.150069	0.548276	0.254483	0.253103	0.265517	0.14	0.268966	0.0556552	0.0377241	0.0618621	0.0137241	0.303448	0.0461379	0.0516552	0.0709655	0.034069	3.277056e-03	0.000257856	4.59093e-11	4.10293e-11	7.30938e-11	6.79451e-05	0	0	0	4.417095e-03	5.082761e-02	0.000665287	5.15597e-10	5.81443e-10	1.41056e-09	0	0	0	0	3.522278e-03	23	27	1.1739130435	1	1	2	0.074074	1	0.043478
0.745	0.5033	0.5133	0.5338	0.3793	0.6525	0.35125	0.35275	0.36475	0.21315	0.22	0.043325	0.018825	0.013825	0.0055	0.285	0.031425	0.028425	0.041925	0.017325	3.806409e-03	0.00103625	0	0	0	0.000268272	0	0	0	3.897810e-01	2.955575e-01	0.00210039	1.14728e-08	1.53499e-08	3.00655e-08	0	0	0	0	4.552755e-03	34	38	1.1176470588	1	1	0	0	0	0
0.691667	0.436667	0.415	0.431667	0.286	0.604167	0.302917	0.30125	0.312917	0.169583	0.279167	0.0650417	0.043375	0.0725417	0.0165833	0.316667	0.0532083	0.059875	0.082375	0.04025	6.218731e-03	0.00071015	9.42934e-10	6.5203e-10	1.25276e-09	0.000249355	4.3129e-11	2.87357e-11	3.1831e-11	1.063177e-01	1.958528e-01	0.00147523	5.0055e-09	4.37475e-09	1.13302e-08	0	0	0	0	7.826952e-03	25	22	0.88	1	1	0	0	0	0
0.775	0.579667	0.596333	0.633	0.485667	0.766667	0.561667	0.56	0.568333	0.448333	0.1875	0.013125	0.00979167	0.0172917	0.00441667	0.270833	0.0445	0.0353333	0.0503333	0.017	4.035579e-03	0.00309497	8.60387e-08	8.83454e-08	1.47987e-07	0.000258051	3.69326e-11	2.93436e-11	3.0813e-11	6.424968e-02	2.531380e-01	0.00769948	7.25235e-07	6.75729e-07	1.07016e-06	0	0	0	0	5.118316e-03	22	22	1	0	1	1	0.045455	0	0
0.746667	0.583467	0.583467	0.583467	0.475733	0.68	0.474667	0.445333	0.442667	0.332267	0.26	0.0608667	0.0608667	0.123533	0.0166	0.32	0.0724	0.0830667	0.1204	0.0572	6.422442e-03	0.00274774	1.06763e-07	4.82203e-08	5.40106e-08	0.000530345	8.4255e-10	6.35611e-10	1.12344e-09	3.783493e-01	1.395519e-01	0.00494188	2.79427e-07	1.98066e-07	4.27448e-07	0	0	0	0	9.472590e-03	16	13	0.8125	0	1	0	0	0	0
0.762162	0.553189	0.549946	0.566703	0.422811	0.681081	0.419568	0.421189	0.434162	0.290162	0.216216	0.0402703	0.0137838	0.0164865	0.005	0.264865	0.0257297	0.0251892	0.0403243	0.0152973	5.576884e-03	0.00113241	2.65856e-09	2.6454e-09	4.6658e-09	0.000288448	0	0	0	2.732721e-01	3.021892e-01	0.0025031	2.1115e-08	2.78014e-08	5.69192e-08	0	0	0	0	6.025981e-03	33	35	1.0606060606	1	1	0	0	0	0
0.718182	0.470182	0.459273	0.473818	0.288364	0.630303	0.30903	0.307818	0.313879	0.192667	0.251515	0.0245455	0.0251515	0.0430303	0.00821212	0.324242	0.0466061	0.0514545	0.0672121	0.0256667	3.884898e-03	0.000705767	6.98801e-10	7.57859e-10	1.26529e-09	0.000346667	8.61108e-11	5.89359e-11	5.83858e-11	4.666566e-02	1.365944e-01	0.00227304	1.63514e-08	1.56075e-08	2.29973e-08	0	0	0	0	4.318192e-03	30	31	1.0333333333	1	1	1	0.032258	1	0.033333
0.7	0.51625	0.52875	0.58	0.41325	0.68125	0.47475	0.4785	0.5085	0.3745	0.225	0.0740625	0.0171875	0.0296875	0.0041875	0.26875	0.0348125	0.0335625	0.0685625	0.0163125	1.050675e-02	0.00161869	2.12851e-08	2.1049e-08	7.46576e-08	0.00130704	1.81111e-08	9.99119e-09	1.97471e-08	1.446209e-01	1.701256e-01	0.00214158	2.79709e-08	4.41813e-08	2.18626e-07	0	0	0	0	1.054364e-02	16	14	0.875	1	1	0	0	0	0
0.488235	0.175412	0.175412	0.223647	0.0798824	0.417647	0.105176	0.108706	0.136941	0.0607059	0.2	0.0140588	0.0152353	0.0499412	0.00370588	0.294118	0.0441176	0.0535294	0.0841176	0.0271765	1.974762e-03	0.000148594	1.35718e-11	1.2342e-11	3.49022e-11	0.000695758	1.51022e-09	6.89772e-10	7.15996e-10	2.792801e-02	2.397047e-01	0.000206062	1.53337e-11	2.95899e-11	1.46424e-10	0	0	0	0	4.860367e-03	14	15	1.0714285714	0	1	0	0	0	0
0.5375	0.25775	0.28275	0.33775	0.20525	0.45625	0.1425	0.14625	0.18	0.097	0.14375	0.0106875	0.0056875	0.0113125	0.002375	0.24375	0.0299375	0.0249375	0.0586875	0.013125	1.716038e-03	5.28185e-05	1.32355e-12	1.39131e-12	2.67151e-12	0.000501578	3.87056e-10	2.03797e-10	2.65357e-10	1.401206e-03	1.836876e-02	0.000449041	7.87544e-10	3.95633e-10	3.8717e-10	0	0	0	0	7.039945e-03	13	14	1.0769230769	1	0	2	0.142857	0	0
0.708333	0.491667	0.476667	0.496667	0.385333	0.629167	0.379083	0.381583	0.402833	0.2895	0.204167	0.01575	0.0124167	0.0199167	0.00595833	0.279167	0.0375	0.0325	0.05375	0.01825	5.197524e-03	0.000429328	2.65068e-10	2.29954e-10	4.41363e-10	0.000104686	2.46581e-12	1.89854e-12	2.45038e-12	3.124666e-02	9.323925e-02	0.00133622	4.98263e-09	3.51349e-09	5.2185e-09	0	0	0	0	5.534677e-03	21	22	1.0476190476	1	1	1	0.045455	0	0
0.694444	0.467889	0.473444	0.496222	0.342778	0.686111	0.45	0.451667	0.465	0.318556	0.222222	0.0493056	0.0240278	0.02125	0.006	0.275	0.0338889	0.0305556	0.0455556	0.0161389	6.179441e-03	0.000895784	1.43914e-09	1.36309e-09	2.57707e-09	0.000591859	4.90886e-10	3.8832e-10	7.49757e-10	2.783289e-02	2.682506e-02	0.00318232	4.63753e-08	5.42316e-08	1.20237e-07	0	0	0	0	6.140475e-03	33	34	1.0303030303	1	1	2	0.058824	2	0.060606
0.584211	0.238842	0.239895	0.257789	0.135263	0.528947	0.184684	0.183632	0.191	0.102368	0.234211	0.0151053	0.0156316	0.0311579	0.00810526	0.321053	0.0396316	0.0438421	0.0580526	0.0286053	7.372383e-03	0.000130388	0	0	0	0.000414503	0	0	0	2.392481e-02	2.820144e-02	0.000283144	0	0	0	0	0	0	0	3.799667e-03	36	36	1	1	1	1	0.027778	3	0.083333
0.696875	0.434	0.42275	0.43525	0.27575	0.646875	0.342875	0.347875	0.364125	0.222375	0.334375	0.084125	0.0535	0.056625	0.0124375	0.38125	0.0838438	0.0832188	0.0994688	0.0314688	9.360988e-03	0.000562936	3.91803e-10	3.19003e-10	6.25511e-10	0.000773675	8.11628e-10	8.31774e-10	1.04728e-09	2.102027e-02	9.816955e-03	0.00220917	1.54796e-08	1.62351e-08	3.28011e-08	0	0	0	0	6.897159e-03	27	30	1.1111111111	1	1	2	0.066667	3	0.111111
0.62	0.325	0.325	0.369	0.1486	0.6	0.3086	0.3066	0.3206	0.1766	0.195	0.01395	0.00995	0.01895	0.00595	0.28	0.05045	0.03945	0.05745	0.01845	4.017250e-03	0.000430821	3.50384e-10	3.01015e-10	6.46139e-10	0.000142844	7.42536e-12	5.6056e-12	5.95057e-12	1.797321e-02	1.848404e-01	0.000810352	1.2056e-09	8.45996e-10	1.50772e-09	0	0	0	0	6.027654e-03	20	18	0.9	0	1	1	0.055556	0	0
0.81	0.6284	0.6194	0.6144	0.5182	0.7475	0.5213	0.5053	0.4953	0.3847	0.215	0.0345	0.01	0.0125	0.0039	0.2825	0.028175	0.027675	0.041175	0.01525	5.332394e-03	0.00230133	2.34296e-08	1.64439e-08	1.59487e-08	0.000529877	0	0	0	3.845285e-01	5.319556e-01	0.00525896	2.01106e-07	1.73241e-07	2.03036e-07	0	0	0	0	4.860810e-03	35	38	1.0857142857	0	1	0	0	0	0
0.717391	0.528435	0.528435	0.528435	0.372609	0.656522	0.418522	0.390696	0.373304	0.266174	0.269565	0.111913	0.0693043	0.0432174	0.030087	0.3	0.0627826	0.0445217	0.0627826	0.0243478	5.177943e-03	0.000991094	3.45409e-09	1.89378e-09	1.93526e-09	0.000609588	5.04923e-10	4.01381e-10	5.95725e-10	2.091846e-01	1.709478e-01	0.00211106	1.53901e-08	1.30615e-08	1.66173e-08	0	0	0	0	6.078381e-03	20	21	1.05	0	1	0	0	0	0
0.4	0.24	0.193333	0.2	0.144	0.383333	0.255333	0.152	0.172	0.078	0.216667	0.185167	0.0201667	0.0201667	0.00216667	0.2	0.0453333	0.032	0.125333	0.008	3.916667e-06	0.000204309	4.44661e-08	8.58603e-10	8.06009e-10	0.0024977	1.93012e-07	1.16531e-06	3.76649e-05	1.804009e-02	3.396407e-02	4.78754e-05	2.03308e-10	6.47147e-11	7.2958e-10	1.15276e-76	0	0	0	8.333517e-02	3	4	1.3333333333	1	0	0	0	0	0
0.692	0.45888	0.45888	0.45888	0.32448	0.564	0.30256	0.27696	0.26896	0.15808	0.204	0.04948	0.01028	0.01428	0.00416	0.264	0.02796	0.02716	0.04876	0.01504	3.748234e-03	0.000238221	4.29638e-11	1.88418e-11	2.08688e-11	0.000699404	7.11262e-10	7.26245e-10	9.5099e-10	1.029024e-01	6.820616e-02	0.000868992	1.15297e-09	8.07784e-10	1.13627e-09	0	0	0	0	7.281615e-03	18	23	1.2777777778	1	1	1	0.043478	0	0
0.2	0.18	0.06	0.08	0.06	0.225	0.12	0.09	0.195	0.09	0.075	0.03	0.01	0.055	0.01	0.225	0.12	0.09	0.195	0.09	1.261250e-02	2.02918e-05	1.37118e-08	4.11757e-10	6.09348e-07	0.00893569	0.00322551	7.98466e-05	0.000221201	3.118553e-08	3.107820e-08	0.00529122	0.000201634	2.7997e-05	0.000734691	3.38673e-51	1.07098e-100	1.14699e-101	3.6271e-52	5.000000e-01	2	2	1	1	1	1	0.5	0	0
0.2	0.18	0.06	0.08	0.06	0.225	0.12	0.09	0.195	0.09	0.05	0.0275	0.005	0.0275	0.005	0.2	0.08	0.06	0.18	0.06	5.150000e-05	1.26982e-06	3.62906e-10	1.61245e-12	5.64204e-09	0.0348913	0.00651742	0.0012174	0.00651742	1.744562e-08	3.752656e-03	0.000130595	4.9766e-06	1.7055e-08	4.47554e-07	1e-99	3.16228e-149	0	3.16228e-149	5.000000e-01	2	2	1	1	0	1	0.5	0	0
0.711765	0.550588	0.52	0.508235	0.429647	0.470588	0.183118	0.169	0.193706	0.083	0.211765	0.0532941	0.0191765	0.0203529	0.00617647	0.258824	0.0370588	0.03	0.0617647	0.0169412	9.539356e-03	0.000210557	5.49661e-11	2.21737e-11	3.20907e-11	8.58219e-05	1.94158e-12	2.05989e-12	6.19048e-12	5.280116e-02	4.958247e-01	0.00145135	1.07828e-08	6.29997e-09	9.44215e-09	0	0	0	0	7.276033e-03	15	15	1	0	1	0	0	0	0
0.3625	0.132375	0.117375	0.194875	0.041625	0.3125	0.083625	0.091125	0.154875	0.041625	0.175	0.100625	0.028125	0.018125	0.003625	0.225	0.054	0.0315	0.099	0.012	5.505000e-04	5.61145e-05	5.72537e-12	5.95665e-12	8.51361e-11	0.000125143	4.08671e-11	5.08715e-11	6.03429e-09	8.657704e-02	6.836233e-02	2.86218e-05	5.22524e-13	9.48667e-13	2.36239e-11	2.54477e-53	0	0	0	3.336417e-02	6	6	1	1	0	0	0	0	0
0.5	0.272	0.198667	0.182	0.0713333	0.391667	0.122333	0.112333	0.157333	0.0326667	0.141667	0.0564167	0.00808333	0.01975	0.00141667	0.216667	0.029	0.0273333	0.074	0.00966667	3.143010e-03	6.66023e-05	4.33637e-12	1.15123e-12	4.50274e-12	0.00637108	1.39214e-06	2.10712e-06	5.46927e-06	4.238590e-04	6.166828e-04	0.00230316	8.20309e-08	2.74913e-08	1.02115e-07	0	0	0	0	1.159816e-02	10	10	1	1	1	2	0.2	2	0.2
0.692683	0.479049	0.479049	0.479049	0.346024	0.639024	0.375927	0.360317	0.355439	0.239195	0.25122	0.0526585	0.0287561	0.0311951	0.00695122	0.317073	0.0534634	0.0529756	0.0666341	0.021561	4.121683e-03	0.00093951	0	0	0	0.000862496	0	0	0	9.568633e-02	1.208180e-01	0.00327252	4.53173e-08	3.96654e-08	4.78268e-08	0	0	0	0	3.318816e-03	38	39	1.0263157895	1	1	2	0.051282	2	0.052632
0.2625	0.114375	0.050625	0.065625	0.023625	0.25	0.04825	0.04575	0.11325	0.02025	0.1	0.015875	0.005875	0.028375	0.001125	0.225	0.0535	0.0385	0.106	0.0105	1.016667e-05	8.99857e-07	9.43565e-16	5.40008e-17	5.4353e-16	0.000854308	9.6492e-08	1.03452e-08	2.55692e-08	3.283235e-04	1.219558e-03	9.198e-07	7.95682e-16	1.1105e-16	2.41366e-15	0	0	0	0	3.333333e-02	7	6	0.8571428571	1	0	0	0	0	0
0.658333	0.471333	0.488	0.539667	0.391	0.608333	0.401333	0.383	0.406333	0.252	0.55	0.315333	0.252	0.252	0.161333	0.508333	0.241667	0.223333	0.246667	0.151	3.542767e-03	0.00372672	7.17598e-07	4.15728e-07	1.04012e-06	0.000244139	2.05031e-10	1.02795e-10	2.08111e-10	5.090049e-01	5.426324e-01	0.00207154	2.45241e-08	7.67306e-08	1.33307e-06	0.000261114	9.36046e-11	8.73504e-11	7.12748e-10	1.240341e-02	9	10	1.1111111111	1	1	0	0	0	0
0.225	0.195	0.09	0.12	0.09	0.225	0.12	0.09	0.195	0.09	0.05	0.0275	0.005	0.0275	0.005	0.2	0.08	0.06	0.18	0.06	6.217500e-04	1.829e-05	5.90625e-08	3.34524e-10	1.03593e-07	0.0348913	0.00651742	0.0012174	0.00651742	7.106728e-04	2.565761e-08	1.50096e-06	5.09628e-10	2.25288e-12	6.63518e-09	1e-99	3.16228e-149	0	3.16228e-149	5.000000e-01	2	2	1	1	0	0	0	0	0
0.571429	0.281143	0.295429	0.354	0.227143	0.528571	0.251143	0.255429	0.289714	0.181143	0.157143	0.0117143	0.006	0.0195714	0.00257143	0.264286	0.037	0.0355714	0.0727143	0.0181429	1.974492e-03	0.000241215	1.28735e-10	7.21927e-11	4.00591e-10	0.00280165	8.94217e-08	5.38772e-08	5.32454e-08	2.151479e-01	1.622506e-01	0.000322293	9.04613e-11	1.44964e-10	1.30325e-09	0	0	0	0	7.689720e-03	11	12	1.0909090909	0	1	0	0	0	0
0.623333	0.355867	0.338533	0.331867	0.246	0.466667	0.182133	0.161467	0.160133	0.0995333	0.22	0.0674333	0.0347667	0.0147667	0.00553333	0.28	0.0431	0.0291	0.0451	0.0141333	1.232408e-02	9.06273e-05	0	0	0	0.00341957	8.84039e-08	5.82705e-08	7.66688e-08	1.796801e-02	1.482152e-02	0.000469262	1.90976e-10	1.47175e-10	1.54441e-10	0	0	0	0	4.122351e-03	25	28	1.12	1	0	2	0.071429	2	0.08
0.542857	0.324571	0.353143	0.444571	0.269714	0.542857	0.417143	0.354286	0.348571	0.314286	0.1	0.0182857	0.00685714	0.0182857	0.00142857	0.228571	0.0608571	0.0351429	0.112286	0.0128571	9.566667e-05	0.00142861	4.73298e-07	6.25024e-07	2.22508e-06	0.00186925	2.55626e-07	2.66947e-08	1.71771e-07	2.747692e-02	2.744494e-02	0.000627134	7.59299e-10	1.737e-08	8.59094e-07	7.49091e-62	0	0	0	5.269170e-02	3	5	1.6666666667	1	0	0	0	0	0
0.619231	0.352308	0.336154	0.352308	0.234154	0.503846	0.233962	0.236269	0.255885	0.127115	0.215385	0.0612692	0.0235769	0.0158846	0.0045	0.261538	0.0311154	0.0265	0.0472692	0.0133077	3.957136e-03	7.76621e-05	1.41863e-12	1.17727e-12	2.89113e-12	0.000231536	2.50299e-11	3.01944e-11	7.36418e-11	3.380784e-02	2.028073e-01	0.000359495	1.0187e-10	1.0623e-10	2.91584e-10	0	0	0	0	3.897297e-03	22	24	1.0909090909	1	1	0	0	0	0
0.8	0.6468	0.6468	0.6468	0.538	0.635	0.3598	0.3378	0.3358	0.2358	0.23	0.06585	0.01685	0.01685	0.005	0.27	0.03385	0.02985	0.05685	0.0159	2.425395e-03	0.000792179	2.13352e-09	9.77241e-10	1.09873e-09	0.000411105	1.92418e-10	1.45224e-10	2.59661e-10	1.568997e-01	1.495000e-03	0.00547351	3.28334e-07	2.5595e-07	3.26627e-07	0	0	0	0	5.201356e-03	17	18	1.0588235294	1	0	0	0	2	0.117647
0.842105	0.764632	0.785684	0.819368	0.744421	0.831579	0.776842	0.753684	0.743158	0.709474	0.263158	0.0308421	0.0266316	0.0361053	0.012	0.347368	0.0752632	0.0636842	0.0826316	0.0281053	3.141092e-03	0.0151033	1.3566e-05	1.05413e-05	1.75598e-05	0.000609071	6.08177e-10	4.65479e-10	7.14043e-10	1.079058e-01	9.628118e-02	0.017287	9.46091e-06	1.52865e-05	4.50984e-05	0	0	0	0	9.027191e-03	9	17	1.8888888889	1	1	0	0	0	0
0.759375	0.553125	0.541875	0.555	0.41775	0.65625	0.36525	0.364	0.37025	0.238	0.2625	0.0705625	0.0399375	0.0336875	0.0158125	0.30625	0.0459375	0.0421875	0.058125	0.022	3.452862e-03	0.000580106	4.73712e-10	4.14772e-10	5.9449e-10	0.000748617	7.35291e-10	8.73549e-10	1.60504e-09	1.053716e-01	6.820260e-02	0.00173691	9.79047e-09	1.00533e-08	2.14058e-08	0	0	0	0	2.571861e-03	27	30	1.1111111111	0	1	0	0	1	0.037037
0.693651	0.406413	0.400698	0.407365	0.275302	0.665079	0.354825	0.35419	0.357365	0.235016	0.204762	0.0248413	0.00992063	0.0130952	0.00396825	0.268254	0.0236508	0.0233333	0.0319048	0.0152063	3.805025e-03	0.000437242	0	0	0	0.000219364	0	0	0	4.101243e-02	2.234230e-01	0.000843072	0	0	0	0	0	0	0	2.817013e-03	59	61	1.0338983051	1	1	1	0.016393	1	0.016949
0.566667	0.415111	0.357333	0.335111	0.208889	0.477778	0.269778	0.198667	0.198667	0.108	0.266667	0.174778	0.0658889	0.0325556	0.0196667	0.244444	0.0556667	0.0356667	0.0923333	0.015	5.144388e-03	0.000293836	4.14523e-10	9.65091e-11	1.19732e-10	5.8815e-05	2.7928e-12	1.79158e-12	6.09981e-11	4.280087e-01	3.207871e-01	0.00026411	2.34731e-10	8.01704e-11	1.27335e-10	4.5646e-33	0	0	0	2.520490e-02	7	7	1	1	0	0	0	0	0
0.586364	0.318545	0.284	0.274909	0.222909	0.454545	0.130364	0.119455	0.138545	0.0607273	0.227273	0.0632727	0.0187273	0.0232727	0.00481818	0.281818	0.0396364	0.0387273	0.0641818	0.0174545	5.266095e-03	6.98827e-05	1.29002e-12	6.22468e-13	9.91631e-13	0.00178116	1.31108e-08	1.59346e-08	2.53613e-08	2.049393e-03	2.650768e-03	0.000375768	1.53191e-10	8.507e-11	1.7124e-10	0	0	0	0	4.761182e-03	19	20	1.052631579	1	1	1	0.05	3	0.157895
0.772973	0.539676	0.545081	0.562378	0.448432	0.694595	0.435676	0.423784	0.422703	0.324324	0.178378	0.0104865	0.00832432	0.0134595	0.00345946	0.278378	0.0311351	0.0305946	0.0457297	0.0172973	9.115995e-03	0.00105606	2.24967e-09	1.82219e-09	2.34151e-09	0.003504	6.95921e-08	5.8495e-08	5.73589e-08	3.843840e-01	2.910817e-01	0.0013724	3.54625e-09	4.54142e-09	7.9433e-09	0	0	0	0	4.386276e-03	35	35	1	1	1	0	0	0	0
0.463636	0.145455	0.129091	0.150909	0.0758182	0.445455	0.118	0.120727	0.143909	0.069	0.236364	0.0315909	0.0297727	0.0425	0.0112273	0.304545	0.0529091	0.0474545	0.0706364	0.0237273	1.588940e-03	4.24935e-05	2.90038e-13	2.45965e-13	5.64043e-13	0.000136417	9.98077e-12	4.42479e-12	7.50926e-12	5.510871e-04	6.375776e-02	0.000166163	1.3054e-11	7.5023e-12	1.18635e-11	0	0	0	0	2.751589e-03	20	20	1	1	1	1	0.05	0	0
0.492308	0.294154	0.221846	0.214154	0.0707692	0.430769	0.173231	0.171692	0.213231	0.0603077	0.184615	0.0543846	0.00976923	0.0205385	0.00223077	0.261538	0.0356923	0.0341538	0.0772308	0.0129231	6.016661e-03	1.89676e-05	2.50894e-13	5.90002e-14	2.95528e-13	0.00207749	9.72733e-08	7.8775e-08	1.32659e-07	5.817045e-05	6.129284e-05	0.000374393	1.81237e-09	3.57623e-10	4.82258e-10	0	0	0	0	1.190643e-02	11	11	1	1	0	2	0.181818	3	0.272727
0.76	0.708	0.688	0.688	0.636	0.6	0.4512	0.3872	0.3472	0.2896	0.53	0.446	0.358	0.318	0.2476	0.47	0.3032	0.2392	0.1992	0.108	2.013547e-03	0.00219333	2.21702e-07	3.56242e-08	4.41747e-08	0.000643921	7.82784e-09	1.12697e-09	1.58771e-09	4.228169e-01	3.436377e-02	0.00905565	2.47868e-06	1.56389e-06	3.26633e-06	6.76639e-16	0	0	0	2.051514e-02	8	8	1	0	1	0	0	0	0
0.7375	0.48625	0.475	0.4825	0.348	0.696875	0.427375	0.413625	0.407375	0.280625	0.16875	0.00859375	0.00609375	0.0117188	0.00259375	0.259375	0.028	0.02425	0.041125	0.0136875	2.928918e-03	0.000953867	2.18173e-09	1.68002e-09	1.93286e-09	0.000787047	9.87692e-10	7.48954e-10	8.40735e-10	3.232600e-01	4.592127e-01	0.00162036	9.22151e-09	8.81997e-09	1.29585e-08	0	0	0	0	3.574982e-03	28	30	1.0714285714	0	1	0	0	0	0
0.787692	0.598185	0.590185	0.591415	0.461138	0.755385	0.539569	0.537723	0.545569	0.408215	0.203077	0.0125846	0.0128923	0.0172	0.00692308	0.28	0.0282615	0.0264154	0.0347231	0.0177231	4.904876e-03	0.00131002	0	0	0	0.000448403	0	0	0	1.010535e-01	8.228902e-02	0.0027425	0	0	0	0	0	0	0	3.707624e-03	64	63	0.984375	1	1	3	0.047619	1	0.015625
0.6	0.3042	0.317533	0.338867	0.201467	0.523333	0.200667	0.202667	0.219667	0.126733	0.206667	0.0532333	0.0205667	0.0139	0.0046	0.26	0.0288	0.0248	0.0428	0.0139333	2.970683e-03	0.00015298	9.25543e-12	6.52003e-12	1.17705e-11	0.000379136	9.94199e-11	1.18121e-10	2.65638e-10	1.599691e-02	1.610255e-02	0.00035251	6.93965e-11	7.74635e-11	1.50907e-10	0	0	0	0	3.835720e-03	25	28	1.12	1	1	0	0	1	0.04
0.757812	0.504313	0.501188	0.510563	0.337562	0.709375	0.442922	0.445422	0.453547	0.282016	0.240625	0.0271719	0.0181094	0.0184219	0.00914063	0.296875	0.0323906	0.0305156	0.0380156	0.0190313	4.469216e-03	0.00172615	0	0	0	0.000141181	0	0	0	2.589686e-01	2.360070e-01	0.00309338	0	0	0	0	0	0	0	4.229455e-03	57	62	1.0877192983	1	1	1	0.016129	1	0.017544
0.58	0.3274	0.330067	0.3714	0.171267	0.533333	0.254667	0.246667	0.282667	0.1416	0.153333	0.0111333	0.00513333	0.0111333	0.0026	0.26	0.0328	0.0274667	0.0648	0.0136	2.703094e-03	0.000234187	1.8501e-10	9.78979e-11	3.2568e-10	0.00148334	7.07976e-09	5.46915e-09	7.07976e-09	1.471011e-02	8.114163e-03	0.00032279	2.25571e-10	2.31744e-10	1.13851e-09	0	0	0	0	9.007782e-03	9	13	1.4444444444	1	0	0	0	1	0.111111
0.674286	0.378286	0.384	0.409143	0.282514	0.594286	0.301029	0.299886	0.307886	0.191657	0.194286	0.0121714	0.0144571	0.0310286	0.00614286	0.268571	0.0312571	0.0329714	0.0484	0.0195429	4.604748e-03	0.000288624	0	0	0	0.000197384	0	0	0	2.646614e-02	4.526893e-02	0.00125475	3.07657e-09	2.56093e-09	3.82429e-09	0	0	0	0	2.688716e-03	36	33	0.9166666667	0	1	1	0.030303	1	0.027778
